scr,fsr,corr_obj_min,corr_obj_max,corr_obj_range,skew_avg,skew_min,skew_max,skew_rnge,kurt_avg,kurt_min,kurt_max,kurt_rnge,mean_uc_rk,std_uc_rk,min_uc_rk,max_uc_rk,skew_uc_rk,kurt_uc_rk,mean_cv,std_cv,min_cv,max_cv,skew_cv,kurt_cv,piz_ob_min,piz_ob_max,piz_ob_f,PFd,PFCV,PS_dist_max,PS_dist_mean,PS_dist_iqr,PF_dist_max,PF_dist_mean,PF_dist_iqr,hv_est,uhv_est,hv_uhv_n,GD_cpo_upo,upo_n,po_n,cpo_upo_n,cover_cpo_upo_n,dist_c_corr,corr_obj_cv_min,corr_obj_cv_max,corr_obj_uc_rk_min,corr_obj_uc_rk_max,corr_cv_ranks,rk_uc_mdl_r2,rk_uc_range_coeff,cv_mdl_r2,cv_range_coeff,H_max,eps_s,m0,eps05
0.0,1.0,-0.6218969737826532,0.03062212021787608,-0.6525190940005292,0.756847771649679,0.1448295879670422,1.0640107268583876,0.9191811388913453,0.02247485950645345,-0.9926151212285346,0.5332006119525734,1.525815733181108,9.192333333333334,4.87235821297609,1,29,0.6793072779888023,0.17968211176044724,0.0,0.0,0.0,0.0,0,0,0.3480666666666667,0.6742,0.1652888888888889,0.2755491125679821,0.0,3.1527101869040024,2.2010543818971464,0.3297139471872601,1.1298468267700323,0.4270987992606111,0.32841352008944596,1.3036776277130129,1.3036776277130129,1.0,0.0,0.0188,0.0188,1.0,1.0,0,0.0,0.0,-0.10500406245240708,0.53185356037538,0,0.1641857129254769,-6.530420894843937,1.0,0.0,0,,0.0,
0.0,1.0,-0.6239385383143934,0.029571756166985576,-0.653510294481379,0.7618681274065445,0.1473791877184368,1.0765116848400182,0.9291324971215814,0.01992109682229722,-0.9974702013015455,0.5419629026687551,1.5394331039703006,9.063,4.806048029999977,1,27,0.6508354257141811,0.07856083660643787,0.0,0.0,0.0,0.0,0,0,0.3433333333333333,0.6764,0.14006666666666667,0.2478917214757624,0.0,3.134221808076915,2.216698283691322,0.3275846734007315,1.1649396600046957,0.4061752324312712,0.30314967549239535,1.3021137622162045,1.3021137622162045,1.0,0.0,0.019133333333333332,0.019133333333333332,1.0,1.0,0,0.0,0.0,-0.10779251728412234,0.5373886945504025,0,0.1630918760297848,-6.4793735084662885,1.0,0.0,0,,0.0,
0.0,1.0,-0.6197169881302976,0.02848233716836594,-0.6481993252986635,0.7585322575419173,0.15007266863749588,1.073845505088843,0.923772836451347,0.02397181494052007,-0.9942349393585719,0.5699176987908885,1.5641526381494604,9.0934,4.800028795746959,1,29,0.675652442852763,0.22526442843734884,0.0,0.0,0.0,0.0,0,0,0.34686666666666666,0.6584,0.16755555555555557,0.2200586984656716,0.0,3.223998956854396,2.217216735065097,0.3322199455717856,1.2450415314028804,0.4329873170730219,0.32395076321158583,1.3034169505973858,1.3034169505973858,1.0,0.0,0.019,0.019,1.0,1.0,0,0.0,0.0,-0.0852123539578284,0.5219366329806494,0,0.15191523242072913,-6.220600717817608,1.0,0.0,0,,0.0,
0.0,1.0,-0.6247786590363495,0.03420245080801088,-0.6589811098443604,0.7502889367190017,0.13430265895038165,1.0753740936562473,0.9410714347058656,0.0018688232760454653,-1.0098949983548462,0.548080560370209,1.5579755587250552,8.939266666666667,4.7563828829152195,1,28,0.6021814647101075,-0.036554583184168266,0.0,0.0,0.0,0.0,0,0,0.3446666666666667,0.6864,0.1436,0.26950636687159546,0.0,3.2125088439318588,2.233789985720843,0.3378643515551749,1.267709128605097,0.4344891566110636,0.3500047587637327,1.3022822595852086,1.3022822595852086,1.0,0.0,0.021933333333333332,0.021933333333333332,1.0,1.0,0,0.0,0.0,-0.08178379876289733,0.48544339442047374,0,0.12376149063159858,-5.41914719511269,1.0,0.0,0,,0.0,
0.0,1.0,-0.6201205999969803,0.0261812640416945,-0.6463018640386748,0.7598216261576489,0.14382437288119462,1.0935119771433766,0.9496876042621819,0.0314657010963173,-0.9958258754068607,0.6803235191794781,1.6761493945863388,9.0506,4.848220254897667,1,28,0.6874706214457578,0.23370215179595055,0.0,0.0,0.0,0.0,0,0,0.3518,0.6800666666666667,0.14048888888888889,0.2478954750368344,0.0,3.1429602090323163,2.2110070243983238,0.32987401166701336,1.0814176621216034,0.422724598621559,0.3193953651191173,1.3028072116326361,1.3028072116326361,1.0,0.0,0.020733333333333333,0.020733333333333333,1.0,1.0,0,0.0,0.0,-0.09594028314433847,0.5261351539030582,0,0.15509875095069925,-6.382732333850417,1.0,0.0,0,,0.0,
0.0,1.0,-0.618441029674849,0.026881639067029506,-0.6453226687418785,0.7587349445961937,0.1456762476060136,1.0656132597858938,0.9199370121798802,0.005078871064754242,-0.9986659252542696,0.5169134907925952,1.5155794160468647,9.302933333333334,4.953204154439383,1,28,0.6993802349756957,0.2845204995352044,0.0,0.0,0.0,0.0,0,0,0.3362,0.6654666666666667,0.1350222222222222,0.2634461797080738,0.0,3.1298698464329835,2.232619844346619,0.3280926733135403,1.2371794015764348,0.4391403874836697,0.3380347854295357,1.3052537085407399,1.3052537085407399,1.0,0.0,0.0182,0.0182,1.0,1.0,0,0.0,0.0,-0.0969306374822616,0.5339635218439215,0,0.16080261544852303,-6.606773055377671,1.0,0.0,0,,0.0,
0.0,1.0,-0.6211686197847494,0.02711898783252883,-0.6482876076172782,0.7627365917958637,0.1458511248221574,1.072618760706904,0.9267676358847465,0.039103810534152274,-0.9945771351544028,0.5573056231706857,1.5518827583250885,8.979533333333332,4.687804864634288,1,27,0.6021538633094566,-0.008215483168140914,0.0,0.0,0.0,0.0,0,0,0.34846666666666665,0.6991333333333334,0.14204444444444445,0.27354703449525614,0.0,3.2052595639591597,2.2152529233861085,0.3351778061682875,1.1410294491958375,0.4161902521638583,0.31917604059561766,1.3028012184939977,1.3028012184939977,1.0,0.0,0.0184,0.0184,1.0,1.0,0,0.0,0.0,-0.09388377036139965,0.5273102891155238,0,0.15691510260859953,-6.042785296571378,1.0,0.0,0,,0.0,
0.0,1.0,-0.618440375779735,0.02779662701776278,-0.6462370027974977,0.7620399975872841,0.14978037727519697,1.081752393673206,0.9319720163980091,0.027310743951805588,-0.9823025060001895,0.5898668646445464,1.572169370644736,9.366466666666666,5.0603724021942185,1,28,0.7775977374670084,0.4067725554814099,0.0,0.0,0.0,0.0,0,0,0.34773333333333334,0.6714,0.13528888888888888,0.2691173265798144,0.0,3.086535188161171,2.208810752369003,0.33433822400357727,1.1609242039221896,0.3988765745570985,0.3043486411794663,1.3030899212353968,1.3030899212353968,1.0,0.0,0.0166,0.0166,1.0,1.0,0,0.0,0.0,-0.14719905426708302,0.5610826869095448,0,0.18991468930357558,-7.354382532919356,1.0,0.0,0,,0.0,
0.0,1.0,-0.6246048431600214,0.030930584877024814,-0.6555354280370462,0.7501445817615725,0.1437075671521788,1.060188208137187,0.9164806409850081,-0.013707028951715161,-1.006222889991774,0.5009772452435688,1.5072001352353428,8.861733333333333,4.5329257287343925,1,27,0.6034389041298801,0.10053209722011935,0.0,0.0,0.0,0.0,0,0,0.3393333333333333,0.6721333333333334,0.14166666666666666,0.278824808242294,0.0,3.117102395321289,2.2344788381420067,0.34098283912302385,1.1537325268604117,0.43508464514127587,0.3433947317406768,1.3036003668765572,1.3036003668765572,1.0,0.0,0.018,0.018,1.0,1.0,0,0.0,0.0,-0.079601498909037,0.5071984527987587,0,0.1371560033978645,-5.377644170980432,1.0,0.0,0,,0.0,
0.0,1.0,-0.6245051585480228,0.028464043941617972,-0.6529692024896407,0.7615903394854292,0.14160469401445658,1.1046392701810623,0.9630345761666057,0.023071683605732602,-0.999737821101049,0.6614754595192807,1.6612132806203297,9.296266666666666,4.925724250864593,1,27,0.6565980263558753,0.07143117448246272,0.0,0.0,0.0,0.0,0,0,0.34526666666666667,0.6844666666666667,0.13646666666666665,0.27097782880567917,0.0,3.1890924147533575,2.2274390948062157,0.3287985142446965,1.161837750515903,0.4256034809680446,0.33072501219289224,1.3033607568959007,1.3033607568959007,1.0,0.0,0.018866666666666667,0.018866666666666667,1.0,1.0,0,0.0,0.0,-0.10267464548355934,0.5399985447736043,0,0.1711024291429023,-6.779279949935782,1.0,0.0,0,,0.0,
