scr,fsr,corr_obj_min,corr_obj_max,corr_obj_range,skew_avg,skew_min,skew_max,skew_rnge,kurt_avg,kurt_min,kurt_max,kurt_rnge,mean_uc_rk,std_uc_rk,min_uc_rk,max_uc_rk,skew_uc_rk,kurt_uc_rk,mean_cv,std_cv,min_cv,max_cv,skew_cv,kurt_cv,piz_ob_min,piz_ob_max,piz_ob_f,PS_dist_max,PS_dist_mean,PS_dist_iqr,PF_dist_max,PF_dist_mean,PF_dist_iqr,po_n,cpo_upo_n,cover_cpo_upo_n,dist_c_corr,corr_obj_cv_min,corr_obj_cv_max,corr_obj_uc_rk_min,corr_obj_uc_rk_max,corr_cv_ranks,rk_uc_mdl_r2,rk_uc_range_coeff,cv_mdl_r2,cv_range_coeff
0.0,0.145,-0.30987399921249503,-0.30987399921249503,0.0,0.14099210791332123,-0.00035311354017865615,0.2823373293668211,0.28269044290699974,-1.2120339021466089,-1.2250509043820477,-1.1990168999111699,0.02603400447087778,10.8175,7.525901524070056,1,28,0.407024192175299,-0.9855984490542617,0.40482261805200054,0.3558125943053383,0.0,1.0354109593009475,0.3819181945577569,-1.3311970932854251,0.115,0.33,0.185,0.9503574360640751,0.36195702014368164,0.4339980195583081,0.9811663813819925,0.3687304423191545,0.45632023089571705,0.0775,0.6739130434782609,0.6739130434782609,0.32055437364592404,0.0,0.9276804688390098,0.0,0.7778629093826868,0.9987219499294878,0.07130636783847111,6.960369096866591,0.07130636783847111,6.960369096866591
0.0,0.1325,-0.27717191982449885,-0.27717191982449885,0.0,0.1400510013750641,2.80063752801009e-05,0.2800739963748481,0.280045989999568,-1.1805340574599255,-1.199962197516772,-1.161105917403079,0.03885628011369313,11.6875,7.997177236375345,1,29,0.3636478525615368,-0.9990847200275059,0.4078044001632392,0.3552261188910802,0.0,1.0353239278432818,0.3603858355186204,-1.347741363416814,0.115,0.3125,0.195,0.9803892110212205,0.3344037898967799,0.3483615306388339,1.0124346446828139,0.34192108462920834,0.36239699713580464,0.0675,0.627906976744186,0.627906976744186,0.29453949114535655,0.0,0.9378572436613648,0.0,0.816934796215982,0.9990070528682188,0.0730290070772579,7.6384418948975386,0.0730290070772579,7.6384418948975386
0.0,0.1425,-0.2791849324058275,-0.2791849324058275,0.0,0.18139027865332116,0.0001409606617925405,0.3626395966448498,0.36249863598305726,-1.1718147243583426,-1.2004118721347823,-1.1432175765819028,0.05719429555287947,11.2075,7.374919914819414,1,28,0.29120158582304806,-1.0365364207668657,0.41055824909259925,0.35569639139184345,0.0,1.0359723417607185,0.3553568870627619,-1.341947061348436,0.105,0.305,0.1675,1.0342264070146734,0.35192687884587504,0.36837094214073207,1.0689286748566897,0.35782230539611865,0.3841926076005759,0.075,0.7317073170731707,0.7317073170731707,0.30246626945326466,0.0,0.9376223082860632,0.0,0.6954868335052357,0.9987716057041898,0.19247737376732188,11.301396588627698,0.19247737376732188,11.301396588627698
0.0,0.1425,-0.32600135000843755,-0.32600135000843755,0.0,0.15226748346726512,0.0001833473090718636,0.30435161962545837,0.3041682723163865,-1.1903238135817122,-1.1995691731213598,-1.1810784540420647,0.018490719079295115,10.1575,6.760006934168041,1,25,0.3331850425941224,-1.0467139288351561,0.40537366522653523,0.35052479990562596,0.0,1.0357972539450537,0.36839466790040104,-1.3440834898959808,0.0925,0.3175,0.1775,1.0471148378271147,0.38541815488702097,0.41237754624088574,1.0891376077311548,0.39432186282150056,0.4300397173055638,0.0725,0.6744186046511628,0.6744186046511628,0.3176759852991803,0.0,0.9424741738096578,0.0,0.7115509444701424,0.9987634559478742,0.127527638051526,8.366464127138931,0.127527638051526,8.366464127138931
0.0,0.135,-0.3408186301164382,-0.3408186301164382,0.0,0.14298493817420393,-0.0008455859208940778,0.28681546226930194,0.287661048190196,-1.2256048199773586,-1.2515242684440728,-1.1996853715106441,0.05183889693342869,11.0075,7.551982769445385,1,28,0.38994923920764885,-0.8794738565981612,0.40781345306059763,0.35488712731988575,0.0,1.0360300957202273,0.3634364103745613,-1.3506952043755815,0.105,0.3275,0.17625,0.949386295612881,0.32234893529791275,0.33597170733416404,0.9870675865608135,0.3271522119937023,0.35649659733531747,0.0775,0.6458333333333334,0.625,0.2959814883393578,0.0,0.9281302611902617,0.0,0.7745783357987204,0.9990105270751247,0.06748525926846938,6.2124411663592305,0.06748525926846938,6.2124411663592305
0.0,0.135,-0.2899069994187463,-0.2899069994187463,0.0,0.1151614435195246,0.0001593669017872267,0.230163520137262,0.23000415323547477,-1.2262403688640937,-1.2525372911326473,-1.19994344659554,0.05259384453710725,11.3,8.2365041127896,1,31,0.6220188253475369,-0.670059741880173,0.4069828776855362,0.3540647569607823,0.0,1.0360290538313353,0.3815610962393094,-1.3318588907920423,0.1075,0.3275,0.18625,0.9036301687142454,0.3552064384759029,0.4029933772359232,0.9337073039362647,0.36173053440699343,0.42294589708366437,0.07,0.6829268292682927,0.6829268292682927,0.31267898882182416,0.0,0.9324312993469336,0.0,0.678426752091077,0.9989503751584331,0.19192707606366555,12.186864152643187,0.19192707606366555,12.186864152643187
0.0,0.11,-0.29462265389158676,-0.29462265389158676,0.0,0.14474329939939456,-0.0004187356467736758,0.2899053344455628,0.2903240700923365,-1.1984134427795312,-1.2005328263245665,-1.196294059234496,0.004238767090070539,11.305,7.9001249990110916,1,29,0.43315951195112445,-0.9094588692923549,0.4100531191859638,0.3569088608097003,0.0,1.0358468358081678,0.3796686296767891,-1.327462244902766,0.11,0.3175,0.18375,0.9857612884980402,0.3969101889163298,0.47369756541984415,1.0256672906602784,0.40588175451268277,0.48916747361568247,0.075,0.6521739130434783,0.6521739130434783,0.3109486978996631,0.0,0.934082980924755,0.0,0.7283423174827782,0.9995497020769638,0.12389491929014274,9.720445093798658,0.12389491929014274,9.720445093798658
0.0,0.1175,-0.2802270639191494,-0.2802270639191494,0.0,0.14358161817491788,-0.00016417808746964062,0.2873274144373054,0.2874915925247751,-1.211624605496707,-1.2230907372889672,-1.2001584737044466,0.022932263584520607,10.74,7.6333085880239375,1,30,0.5820859672458625,-0.5285811548321937,0.40977146707632994,0.35282759310341216,0.0,1.0356745995562369,0.36105993852871804,-1.3456239127547456,0.1075,0.305,0.18375,1.1653953416464826,0.38970001763020634,0.4094259632945405,1.0967080614060813,0.38245986051576025,0.42125443195818424,0.08,0.6956521739130435,0.6956521739130435,0.39702859864223145,0.0,0.9265034455666268,0.0,0.686173841945999,0.9994525267869102,0.1973055089297181,11.545461721066482,0.1973055089297181,11.545461721066482
0.0,0.13,-0.2848909680685504,-0.2848909680685504,0.0,0.1688395415163724,-5.4153357471675004e-05,0.33773323639021646,0.3377873897476881,-1.1356681969599087,-1.1994974158830254,-1.0718389780367923,0.1276584378462331,11.6275,8.143325104034593,1,30,0.5129026347545724,-0.7826562700826214,0.4118105676341736,0.35507535109224725,0.0,1.0358280792181276,0.34311116739936304,-1.387657578721452,0.125,0.3,0.185,0.9894798567328363,0.38371452865164185,0.40660046072003486,1.0207040105394434,0.3921926054948128,0.4307099530033526,0.07,0.717948717948718,0.6923076923076923,0.2975575435529523,0.0,0.9473743925476685,0.0,0.6920138334361425,0.9990822252609706,0.16672632203431004,11.538843980853843,0.16672632203431004,11.538843980853843
0.0,0.1275,-0.282004387527422,-0.282004387527422,0.0,0.15487193369857746,0.00015951037645210072,0.3095843570207028,0.3094248466442507,-1.1903128945766417,-1.2002553670831728,-1.1803704220701106,0.01988494501306226,10.6875,7.0178232914487095,1,27,0.31127440651039817,-0.9862310046984821,0.4088854044816938,0.3581585017826566,0.0,1.0355132224311574,0.3883501617337877,-1.337867151058556,0.1125,0.2975,0.16875,1.0506861457095127,0.36393346359286105,0.35579274686395995,1.0856210619691915,0.3714043975144876,0.374998349101924,0.08,0.7619047619047619,0.7619047619047619,0.2899320895859683,0.0,0.9407307356206475,0.0,0.6978459847665328,0.9992258986037746,0.18433155776657928,9.89505450010121,0.18433155776657928,9.89505450010121
