scr,fsr,corr_obj_min,corr_obj_max,corr_obj_range,skew_avg,skew_min,skew_max,skew_rnge,kurt_avg,kurt_min,kurt_max,kurt_rnge,mean_uc_rk,std_uc_rk,min_uc_rk,max_uc_rk,skew_uc_rk,kurt_uc_rk,mean_cv,std_cv,min_cv,max_cv,skew_cv,kurt_cv,piz_ob_min,piz_ob_max,piz_ob_f,PS_dist_max,PS_dist_mean,PS_dist_iqr,PF_dist_max,PF_dist_mean,PF_dist_iqr,po_n,cpo_upo_n,cover_cpo_upo_n,dist_c_corr,corr_obj_cv_min,corr_obj_cv_max,corr_obj_uc_rk_min,corr_obj_uc_rk_max,corr_cv_ranks,rk_uc_mdl_r2,rk_uc_range_coeff,cv_mdl_r2,cv_range_coeff
0.0,0.0,-0.3893172413172413,-0.3893172413172413,0.0,-0.23838204603827212,-0.47665677745517315,-0.00010731462137107903,0.47654946283380206,-0.6047318379150695,-1.2001079887535808,-0.009355687076558095,1.1907523016770227,20.133,10.319075103903451,1,44,0.09922541419071103,-0.8025952559412404,0.765907772424158,0.16043181970080733,0.13073454520488048,1.0291252697234945,-0.5962753073088554,0.12006753777286949,0.005,0.015,0.008,0,0,0,0,0,0,0.001,0.07692307692307693,0.07692307692307693,0.4384560304560305,0.0,0.8531262611262612,0.0,0.5526181571929788,1.0,0.6564788426638293,7.690683360754516,0.6564788426638293,7.690683360754516
0.0,0.0,-0.3405435045435045,-0.3405435045435045,0.0,-0.25812348094577053,-0.5161841395235938,-6.282236794726264e-05,0.5161213171556465,-0.566375122418869,-1.199936661889739,0.0671864170520009,1.2671230789417398,22.04,12.316265667806944,1,49,0.29142480276090277,-0.8983404596521929,0.7668668061005621,0.1653280285795535,0.1490813093570418,1.0310241863606873,-0.5927266651349288,0.03695377910638431,0.006,0.013,0.009,0,0,0,0,0,0,0.001,0.125,0.125,0.5650219210219211,0.0,0.853036945036945,0.0,0.5995966329564842,1.0,0.6740593244254222,12.247573231286378,0.6740593244254222,12.247573231286378
0.0,0.0,-0.36342369942369945,-0.36342369942369945,0.0,-0.30332931269474384,-0.606576438088628,-8.218730085964327e-05,0.6064942507877684,-0.49688629243281845,-1.1999608563179522,0.20618827145231533,1.4061491277702676,20.516,11.034389153913324,1,44,0.1785036384381936,-0.9283898800782411,0.7672680463886598,0.1664692846831008,0.23048337174780342,1.0301252627687993,-0.5838696522894421,-0.10096088739349174,0.009,0.021,0.0175,0,0,0,0,0,0,0.001,0.08333333333333333,0.0,0.46222901422901425,0.0,0.8651913491913492,0.0,0.546051071178723,1.0,0.6639546833485983,9.49103728625196,0.6639546833485983,9.49103728625196
0.0,0.0,-0.3357156117156117,-0.3357156117156117,0.0,-0.3292969863922529,-0.6585424327539758,-5.154003053000348e-05,0.6584908927234459,-0.435299969068057,-1.2001358163372977,0.3295358782011837,1.5296716945384814,21.976,11.345634578991163,1,49,0.24980955700857876,-0.7345358000757574,0.7674471489628768,0.17148363022913243,0.1600015413829282,1.031119262786857,-0.6743429292321775,0.10653809873916753,0.005,0.017,0.011,0,0,0,0,0,0,0.001,0.2,0.2,0.5450799890799891,0.0,0.8643687003687005,0.0,0.5426366938562451,1.0,0.6831150624016069,7.66085309142767,0.6831150624016069,7.66085309142767
0.0,0.0,-0.3236287316287317,-0.3236287316287317,0.0,-0.21493328803814613,-0.42987747163327655,1.0895556984314295e-05,0.42988836719026086,-0.7388557634445186,-1.2000790385370126,-0.2776324883520247,0.9224465501849879,21.162,10.998352422067589,1,46,0.1496670632218726,-0.9142087522493969,0.7662812919764942,0.1686022536662187,0.18620093878704297,1.0301155214563378,-0.5053987685740203,-0.3192727653193508,0.009,0.012,0.011,0,0,0,0,0,0,0.001,0.14285714285714285,0.14285714285714285,0.5943035463035464,0.0,0.8623106743106743,0.0,0.5731512559096104,1.0,0.6861241726126803,8.300618255272788,0.6861241726126803,8.300618255272788
0.0,0.0,-0.3423583743583744,-0.3423583743583744,0.0,-0.2934795127296062,-0.5871161700083586,0.00015714454914617692,0.5872733145575048,-0.6022031414585375,-1.2001033362177964,-0.004302946699278554,1.1958003895185179,20.344,10.82116740467497,1,47,0.24642748509876447,-0.77667848461848,0.7640744704684678,0.1740730912004543,0.1649275588302518,1.0294012736942475,-0.6762425106044954,0.026127583031797297,0.007,0.011,0.0125,0,0,0,0,0,0,0.001,0.1,0.1,0.18854880854880857,0.0,0.8581572901572904,0.0,0.571242793307145,1.0,0.6863661206986174,9.568729396212495,0.6863661206986174,9.568729396212495
0.0,0.0,-0.3414947214947215,-0.3414947214947215,0.0,-0.27090878822544523,-0.5417499975446868,-6.757890620369735e-05,0.5416824186384831,-0.6402566346906224,-1.1999247797882995,-0.0805884895929454,1.119336290195354,21.717,11.482373927023975,1,51,0.2807623232165981,-0.7399158741000953,0.7681216063657691,0.16697092388686643,0.18564331117756988,1.0294297732037219,-0.6072264860880888,-0.10479493304719378,0.01,0.013,0.0125,0,0,0,0,0,0,0.001,0.14285714285714285,0.14285714285714285,0.5682918762918763,0.0,0.8636274956274957,0.0,0.5530224173278577,1.0,0.6681561720326494,9.071249905279563,0.6681561720326494,9.071249905279563
0.0,0.0,-0.353955761955762,-0.353955761955762,0.0,-0.280956042826054,-0.5619738992799986,6.181362789056273e-05,0.5620357129078892,-0.5186149729636242,-1.2000673660708077,0.16283742014355918,1.3629047862143668,21.217,11.17434163608756,1,46,0.1586439978841252,-0.9274086159974493,0.7664881072336325,0.1653093140604683,0.03584284613463234,1.030603574721411,-0.5682609160341099,0.07625000774110724,0.001,0.003,0.003,0,0,0,0,0,0,0.001,0.2,0.2,0.5613827133827134,0.0,0.8546975786975787,0.0,0.5621626906896076,1.0,0.6711676160968354,8.425974652365845,0.6711676160968354,8.425974652365845
0.0,0.0,-0.3720467520467521,-0.3720467520467521,0.0,-0.23963839031807815,-0.47919108527267223,-8.569536348407296e-05,0.47910538990918816,-0.6881695231206809,-1.2002389715004427,-0.17610007474091915,1.0241388967595235,21.802,11.603999138228165,1,48,0.2969640177742521,-0.8452365900502561,0.7682447806964121,0.1669227706684393,0.20281556996263822,1.0301970087590293,-0.5811469933887767,0.017464554099984042,0.006,0.02,0.0135,0,0,0,0,0,0,0.001,0.1111111111111111,0.1111111111111111,0.4028492108492109,0.0,0.8675760875760876,0.0,0.5057307029577212,1.0,0.6174401499776626,7.357795107030391,0.6174401499776626,7.357795107030391
0.0,0.0,-0.34540564540564545,-0.34540564540564545,0.0,-0.2676812707899358,-0.5354483899276175,8.584834774579612e-05,0.5355342382753633,-0.6281729468465825,-1.1998123597105617,-0.05653353398260341,1.1432788257279582,20.097,10.664407672252594,1,45,0.17248734119596837,-0.916678751982972,0.7637339274076074,0.16929809260504114,0.2424287333751087,1.0315691004355374,-0.5907145734984293,-0.11786425501134357,0.012,0.025,0.0245,0,0,0,0,0,0,0.001,0.08333333333333333,0.0,0.37368813768813774,0.0,0.8587852747852749,0.0,0.5469283502713179,1.0,0.6661129235932939,8.322977199720484,0.6661129235932939,8.322977199720484
