sup_avg,inf_avg,inc_avg,lnd_avg,hv_single_soln_avg,nhv_avg,hvd_avg,bhv_avg,length_avg
0.5502392344497608,0.4385964912280701,0.05661881977671452,0.04545454545454546,0.6916318249649799,0.7311663270933465,0.03953450212836672,0.7286310131386442,57
0.584639498432602,0.4153605015673982,0.04545454545454544,0.04545454545454544,0.6159257261125389,0.6435796361515402,0.027653910039001233,0.6363788606021861,29
0.6127272727272727,0.37272727272727274,0.06,0.04545454545454545,0.6957603036258234,0.7396658349236191,0.04390553129779591,0.7243432499962104,25
0.46818181818181814,0.5227272727272727,0.05454545454545455,0.045454545454545456,0.935391979776156,0.9543417905716218,0.018949810795465906,0.9463183879111033,10
0.6616161616161615,0.33838383838383834,0.045454545454545456,0.045454545454545456,0.5246430774857895,0.5546299365703979,0.02998685908460844,0.5511134253651077,63
0.7922077922077922,0.2077922077922078,0.04545454545454545,0.04545454545454545,0.7986002357608166,0.830550032727179,0.031949796966362284,0.8015810937646425,21
0.638755980861244,0.36124401913875603,0.04545454545454545,0.04545454545454545,0.6585415486332163,0.6917684737342428,0.03322692510102628,0.6905294889768615,19
0.5808080808080808,0.41919191919191917,0.04545454545454545,0.04545454545454545,0.7024560452575241,0.7471665180488548,0.044710472791330745,0.7398162399840176,18
0.6229946524064172,0.3449197860962567,0.07754010695187165,0.045454545454545456,0.7328687270109253,0.7702049017709285,0.03733617476000309,0.7609140667194713,34
0.5945165945165944,0.4004329004329005,0.050505050505050504,0.045454545454545456,0.8172036644551713,0.8406850087550011,0.02348134429982966,0.8378367078061775,63
0.5545454545454546,0.42545454545454553,0.06545454545454545,0.04545454545454545,0.8721122549504784,0.8925342348274011,0.020421979876922545,0.8900315106873058,25
0.588235294117647,0.40909090909090906,0.0481283422459893,0.045454545454545456,0.9468894039596918,0.9640984652243904,0.017209061264698462,0.9609712109367794,34
0.5925324675324675,0.40584415584415584,0.047077922077922066,0.04545454545454545,0.6987350976121195,0.7592156513317992,0.06048055371967999,0.7541340232141164,28
0.7863636363636364,0.19999999999999996,0.0590909090909091,0.045454545454545456,0.7012926700727709,0.7577001783481548,0.05640750827538399,0.6988659575046696,10
0.6709090909090909,0.32909090909090916,0.04545454545454545,0.04545454545454545,0.6462256295371148,0.6947455313206409,0.048519901783525936,0.6762013386662996,25
0.5980113636363636,0.3977272727272727,0.04971590909090909,0.045454545454545456,0.49472818442994454,0.5414820084152203,0.046753823985275764,0.5290255419880209,32
0.5574162679425837,0.3803827751196172,0.10765550239234449,0.04545454545454545,0.9428549117059293,0.9495495072496862,0.0066945955437571055,0.9481777959673323,19
0.6090909090909091,0.36363636363636365,0.07272727272727272,0.045454545454545456,0.9577558779730658,0.9659173133151185,0.008161435342052603,0.9647010650890289,10
0.5313131313131313,0.46161616161616165,0.05252525252525252,0.045454545454545456,0.6599629309216553,0.6996108116298138,0.03964788070815843,0.6979311785602681,45
0.3461538461538461,0.43006993006993005,0.2692307692307692,0.04545454545454545,0.9708927337192577,0.9787247891104616,0.007832055391203659,0.9787247891104615,13
0.5539772727272727,0.4140625,0.07741477272727273,0.04545454545454546,0.7449128013011589,0.7806815185873497,0.03576871728619086,0.7802485215400248,64
0.5517676767676768,0.4444444444444444,0.04924242424242423,0.04545454545454545,0.6705873319953639,0.7160392837339125,0.04545195173854843,0.7148126449192466,36
0.6095571095571095,0.37179487179487175,0.06410256410256411,0.04545454545454546,0.607753659422108,0.6437072764134473,0.03595361699133912,0.6350045309072212,78
0.5764462809917356,0.4235537190082644,0.045454545454545456,0.045454545454545456,0.38781484632112395,0.44482109022871924,0.057006243907595344,0.4337208498288266,44
0.6002673796791445,0.3836898395721925,0.06149732620320855,0.045454545454545456,0.7556177985450245,0.7913264388900615,0.03570864034503701,0.7873075717268833,34
0.5227272727272727,0.47488038277511957,0.0478468899521531,0.04545454545454545,0.6336504794127066,0.6840103743230235,0.05035989491031702,0.6782388559743608,38
0.5377503852080123,0.4560862865947612,0.05161787365177196,0.04545454545454546,0.6914736262943098,0.7210062186828905,0.02953259238858063,0.7199330661784388,59
0.5547945205479452,0.4383561643835616,0.05230386052303861,0.04545454545454546,0.7940140646297401,0.8339775872523674,0.039963522622627236,0.8311343667456075,73
0.5632411067193676,0.4367588932806324,0.04545454545454544,0.04545454545454544,0.7438719179325398,0.780108945861492,0.03623702792895212,0.7789613019216372,23
0.4805194805194805,0.49025974025974023,0.07467532467532467,0.04545454545454545,0.960268271634124,0.9671432230675201,0.006874951433396266,0.9591591948281938,14
0.40909090909090906,0.459090909090909,0.17727272727272725,0.045454545454545456,0.969191300940834,0.9797781102951267,0.010586809354292714,0.9797781102951267,10
0.3818181818181818,0.5181818181818182,0.14545454545454545,0.045454545454545456,0.9421095569694691,0.9513325390099727,0.009222982040503602,0.9509959038615957,5
0.787878787878788,0.21212121212121213,0.04545454545454545,0.04545454545454545,0.7113240961511602,0.7721896286063475,0.06086553245518744,0.7366879994074088,3
0.6818181818181819,0.3181818181818182,0.045454545454545456,0.045454545454545456,0.3435252571948653,0.377963946928086,0.034438689733220666,0.36620714835158114,50
0.5101010101010102,0.3619528619528619,0.1734006734006734,0.04545454545454545,0.9471406527288065,0.958637940057836,0.01149728732902945,0.9581710304578567,27
0.5192837465564738,0.4724517906336088,0.05371900826446281,0.045454545454545456,0.5676825166658519,0.6164188738399311,0.04873635717407925,0.6064888086370415,33
0.7662337662337662,0.23376623376623376,0.04545454545454545,0.04545454545454545,0.7078987492173393,0.7284691013923559,0.020570352175016744,0.7224515469400176,35
0.634297520661157,0.31611570247933884,0.09504132231404959,0.04545454545454544,1.0002952575259108,1.0046228200489713,0.004327562523060425,1.0028356958373799,22
0.5828877005347594,0.34759358288770054,0.11497326203208556,0.045454545454545456,0.43305639930882156,0.5141087991138282,0.08105239980500668,0.4909951688664659,17
0.6231060606060607,0.375,0.04734848484848484,0.04545454545454545,0.6343394941370676,0.6812225741930179,0.04688308005595021,0.6687401859738941,24
0.5840909090909091,0.4,0.061363636363636356,0.04545454545454545,0.5864058467433921,0.6610515209393342,0.07464567419594201,0.645562908740543,20
0.5616883116883118,0.43777056277056275,0.045995670995671,0.04545454545454546,0.8037355065566939,0.8327886766777783,0.02905317012108432,0.8298260552670788,84
0.6623376623376623,0.33333333333333337,0.049783549783549784,0.04545454545454545,0.518618735978758,0.5688509790751666,0.05023224309640859,0.5542219313140189,21
0.537878787878788,0.30303030303030304,0.20454545454545456,0.04545454545454546,0.9457238289348847,0.9548426085019002,0.0091187795670154,0.9533413014768849,6
0.6735537190082644,0.28099173553719003,0.09090909090909091,0.045454545454545456,0.7118817989844252,0.7629385354458725,0.05105673646144738,0.7430415087876212,11
0.5818181818181819,0.40505050505050505,0.058585858585858575,0.045454545454545456,0.8492345932763955,0.8790378530427867,0.029803259766390998,0.8780135715097148,45
0.5823863636363635,0.4147727272727273,0.048295454545454544,0.045454545454545456,0.42008849516646307,0.4870378008510258,0.06694930568456273,0.47431847978672215,32
