scr,ncr_avg,ncr_r1,dist_x_avg,dist_x_r1,dist_f_avg,dist_f_r1,dist_c_avg,dist_c_r1,dist_f_c_avg,dist_f_c_r1,dist_f_dist_x_avg,dist_f_dist_x_r1,dist_c_dist_x_avg,dist_c_dist_x_r1,dist_f_c_dist_x_avg,dist_f_c_dist_x_r1,hv_single_soln_avg,hv_single_soln_r1,nhv_avg,nhv_r1,hvd_avg,hvd_r1,bhv_avg,bhv_r1,nrfbx,nncv_avg,nncv_r1,ncv_avg,ncv_r1,bncv_avg,bncv_r1,sup_avg,sup_r1,inf_avg,inf_r1,inc_avg,inc_r1,lnd_avg,lnd_r1,nfronts_avg,nfronts_r1
0.0,0.0,0,0.010939877013241383,0.0,0.01096061209780252,0.788158828166844,0.009901647477069184,0.9260374635605702,0.01599612727552309,0.8682088140244452,1.0028024818798396,0.9275588534426209,0.900469017184382,0.9469421105301866,1.4599176812476045,0.946281018493443,0.38505943155061173,0.9983240241934868,0.3923102835276159,0.9963135992718593,0.007250851977004152,0.25738248734003427,0.3893188594492919,0.9967969467720632,0.043243243243243246,0.2849156668992409,0.9972441145280507,0.28502481428780907,0.9975773015804569,0.2749157507877431,0.9964115440155124,0.46480000000000005,0.11763852192243304,0.4764,0.0907609919517612,0.2588000000000001,0.731873355626789,0.20000000000000004,0,1.0909999999999995,0.9313107575039142
0.0,0.0,0,0.010964808100915463,0.0,0.010809867349209796,0.8649129490211653,0.010412558279483975,0.9334029708176661,0.016193725827430894,0.9008021448302007,0.9896748358265531,0.9620758634385888,0.9472489137408812,0.9436661648304523,1.4786573287992832,0.9517914507694064,0.4100592753196104,0.9997321145295719,0.4164629050784793,0.999569490867829,0.006403629758868843,0.5267966695849252,0.4127367162679625,0.9994641714524619,0.05389221556886227,0.22825460930053976,0.9931079053707361,0.22804877056162462,0.9948354679786754,0.21801736818283604,0.99012626929099,0.4642,0.139442830540225,0.47479999999999994,0.08831834702742793,0.261,0.7609112838007771,0.20000000000000004,0,1.0941999999999998,0.9318865503538623
0.0,0.0,0,0.010829725616118367,0.0,0.010837248884453341,0.6471232675561331,0.010540957535956763,0.8396831904480708,0.016144612168799158,0.777127793123785,1.00099103177519,0.8844683962519633,0.9703016405404751,0.8805630845111271,1.4895517327807306,0.8881524851504812,0.3508329975144469,0.999199203211227,0.35945791790839143,0.9974749017554626,0.008624920393944541,0.1927849693380755,0.3560142238694391,0.9977117598560482,0.09722222222222222,0.21957444085870928,0.9957448907780908,0.219657798291267,0.9969995835746649,0.2089352537435003,0.9942468161377301,0.4658,0.0694982010144644,0.478,0.07623677483859345,0.25620000000000004,0.8017872111202929,0.20000000000000004,0,1.1205999999999996,0.8917704105203491
0.0,0.0,0,0.010966086691834616,0.0,0.011206911010403744,0.6484586229516088,0.010803701038774672,0.8438840263083031,0.016657627108378308,0.7810158093965708,1.025298306074126,0.8783761155945523,0.9882186612515795,0.8822851087549708,1.5243921812919161,0.8891380358314225,0.34545346692924667,0.9992244428797533,0.3541979598120733,0.9982624829238055,0.008744492882826702,0.24828632640656684,0.3509032762490017,0.9980764050623768,0.0984848484848485,0.23161053466950846,0.9966137121478951,0.2314050785225227,0.9971607310185766,0.22070017511922047,0.9956884193968861,0.4758,0.0877589389722708,0.4662,0.09369851842326439,0.25800000000000006,0.7288353863022243,0.20000000000000004,0,1.1136,0.8881033734409718
0.0,0.0,0,0.010950385408050323,0.0,0.011789725870583323,0.8271467018120323,0.011371004492562696,0.9158524070597673,0.017726156407036835,0.8869781605252547,1.0724279028233306,0.9464355738504032,1.0281989187703733,0.9298883520921162,1.6082333666932147,0.9454884543862497,0.34760570923176987,0.9995080670236604,0.3545264311620009,0.9992511789386842,0.006920721930231161,0.48607329014285017,0.351561269525627,0.9991351788208395,0.04054054054054054,0.3258531336986066,0.995550759522377,0.32587556743136725,0.9963972752465357,0.3144521060986957,0.9951625381751107,0.4688,0.06842535770147173,0.462,0.08683419281383392,0.26920000000000005,0.7271943704037583,0.20000000000000004,0,1.0757999999999996,0.9176191862081841
0.0,0.0,0,0.01097656066405494,0.0,0.010058403466762204,0.7641117670776988,0.008154878146711774,0.9344953923610514,0.014098405394518102,0.8407138601527377,0.9222504509298474,0.9086301973316,0.7480312430994523,0.9486826883319551,1.2928150123557585,0.9332857426564839,0.4211826784700072,0.9982115917546333,0.4282374824481089,0.9959206103696223,0.007054803978101648,0.2852707755991476,0.4257471863342692,0.0,0.034836065573770496,0.23074009021889527,0.9943895191932184,0.23064805676566488,0.9962101700431348,0.22248643173235697,0.9915930179125746,0.4586,0.10251083180822704,0.4694,0.0,0.272,0.6923374853149857,0.20000000000000004,0,1.0635999999999999,0.9169296265278055
0.0,0.0,0,0.01091661904445913,0.0,0.011412911147634215,0.8821532313877002,0.010906460279959297,0.9220464089995379,0.016992672565487844,0.90497999001005,1.04755635873128,0.9712041500418254,1.004799072809285,0.9431607011038995,1.5626603444489255,0.9592148140124089,0.40812183689085163,0.999715789526689,0.41462432066383276,0.9995420827883004,0.006502483772981219,0.46785052773939373,0.41120919837790054,0.99948938925367,0.041666666666666664,0.23901508921438913,0.9953557147331027,0.23905995026674234,0.9963165608897142,0.22786141169902277,0.9940049549860285,0.4756,0.06371719911928747,0.4802,0.0,0.24420000000000006,0.8139275061605865,0.20000000000000004,0,1.1181999999999999,0.9537035265249868
0.0,0.0,0,0.01104362758998726,0.0,0.010520245124339926,0.7331927277979381,0.009342534917526447,0.9119861781308479,0.01519588709681491,0.8436812604187351,0.9507101421774677,0.8974300914140593,0.8346645705623393,0.9302116206689142,1.3674302662129239,0.9277884417483614,0.39876120832841144,0.9979961653436519,0.40666854840541505,0.9955032703482286,0.007907340077003545,0.31271526742297545,0.40373685713401564,0.9952811638162591,0.034482758620689655,0.23586059859358074,0.9969919468960743,0.23598173642310014,0.9977844643723833,0.2264225558939849,0.9968982482040103,0.4524,0.0,0.4784,0.0,0.26920000000000005,0.759806293885495,0.20000000000000004,0,1.0757999999999996,0.955420039126664
0.0,0.0,0,0.011003565861298739,0.0,0.010561967425290725,0.6863447856674307,0.00923583610642861,0.8708534147275854,0.015110006933800295,0.8122151570408082,0.9619003541497777,0.8861843687374749,0.8421451667416054,0.8931898581980061,1.3771307309297731,0.9095753308418638,0.38028520406213956,0.9987042753263113,0.3886350116130354,0.9965980888901091,0.008349807550895908,0.3076606995049896,0.38498901442569616,0.9961293211301389,0.08181818181818182,0.1939405726207763,0.9952584095876594,0.19380466547655836,0.9961704853552694,0.18453467773292845,0.9944677372573586,0.47180000000000005,0.1054481201839269,0.4584,0.13942866278926055,0.2698,0.8240056438732597,0.20000000000000004,0,1.0953999999999997,0.9005069716499765
0.0,0.0,0,0.010816671907902309,0.0,0.011740154045732866,0.8682625069959737,0.010834666804571328,0.9149005113920902,0.017169425535344205,0.8959527704056761,1.1041072891149837,0.97840038034026,1.0138117964396673,0.9365468729699383,1.6109304262054898,0.9603996581752092,0.3983557339749467,0.999710067234576,0.4046126872150696,0.9994939030897654,0.006256953240122847,0.3484280657885344,0.4021581871206805,0.0,0.02702702702702703,0.22957853906710196,0.9975485758960704,0.2297683532850004,0.998040248617058,0.21861872386261516,0.9969072998479668,0.4704,0.0,0.48360000000000003,0.0,0.24600000000000005,0.7123065439506072,0.20000000000000004,0,1.1047999999999998,0.9567578430765012
0.0,0.0,0,0.01087942190031827,0.0,0.01027160730546859,0.8445908634084985,0.00937120276446427,0.9258086754176995,0.015133905160893916,0.8830028706060769,0.944832270625824,0.9485373750504008,0.8575460917272546,0.9452476171090126,1.388673816442219,0.9475077241570227,0.4149774732368571,0.9994633224417695,0.42149611975002876,0.9991717860273479,0.006518646513171631,0.4578316490806119,0.4187280531371609,0.0,0.04072398190045249,0.24962383673365104,0.9945901440096359,0.2499692401611416,0.9949770654955714,0.2403676491586308,0.9940158102714668,0.4494,0.07421162458959855,0.4854,0.07936467298683074,0.26520000000000005,0.7563674172134814,0.20000000000000004,0,1.0791999999999997,0.9319809989524178
0.0,0.0,0,0.01085912913048469,-0.06680996828491817,0.010748185816696797,0.6574326189917371,0.009639168339339452,0.9000618336930999,0.015642846903584622,0.8106820728544174,0.9889930352070356,0.8752573856421552,0.8794433362519654,0.9276066299087273,1.4348459741578705,0.917943490584773,0.37056829074895276,0.9990863989540368,0.37846882195776177,0.9966812287471736,0.00790053120880901,0.21168389349264774,0.3752225270414955,0.9968994213208535,0.044117647058823525,0.2416908243701486,0.9967180529394,0.24188341945881836,0.9974695283076529,0.23201919604932666,0.9962339768588209,0.46140000000000003,0.11481230590053038,0.45620000000000005,0.09984922501536503,0.2824000000000001,0.7862859035635914,0.20000000000000004,0,1.0693999999999997,0.9404863324695274
0.0,0.0,0,0.011021449487635759,0.0,0.012177341299737975,0.8630901322163846,0.012519763676139621,0.8988223142629052,0.01874855607886071,0.8873443824586107,1.1187660373426085,0.9690534221596344,1.150312525840699,0.9186317196588233,1.722626871067538,0.9392044750160982,0.3815180044789003,0.9996525200713113,0.388367845930138,0.9994877484144549,0.006849841451237758,0.5290578158988694,0.3845409751863159,0.999340342356741,0.05555555555555555,0.28863568140761303,0.9951391106521114,0.28857131443879713,0.9958959218530208,0.2759732736568941,0.9934477986946321,0.47380000000000005,0.11897304890741559,0.4844,0.0,0.24180000000000004,0.7260472752368389,0.20000000000000004,0,1.1147999999999998,0.9301410331927624
0.0,0.0,0,0.010876153058728664,0.0,0.011235590982471576,0.7980616608592558,0.010455093263434972,0.9149636888748226,0.0165757093950225,0.87249406921952,1.0329128929190476,0.9420917871779593,0.9522604097647429,0.9362534562339097,1.5184801139917086,0.944853671306577,0.37144865613866224,0.9987709700044857,0.37881347231048335,0.9975553491036903,0.007364816171821113,0.3521606520108521,0.3763040315292587,0.99737031493619,0.04054054054054054,0.3046369990490956,0.9965550983028898,0.3048113521081915,0.9971891287548049,0.2940598373189037,0.9965889385914642,0.45940000000000003,0.09154026826148874,0.4754,0.10485060524600434,0.26520000000000005,0.7322443370643575,0.20000000000000004,0,1.0791999999999997,0.9218430000662973
0.0,0.0,0,0.010993464549648556,0.0,0.00991853072484355,0.7920288625298644,0.0077936756999692864,0.9488591113369278,0.01384418188574605,0.8390096589575545,0.9080787757594178,0.9248951717248309,0.7051926775690651,0.9608103286410142,1.2627992494208713,0.936137006746225,0.4325781328585339,0.9988139439167013,0.4393968640740153,0.997497274149199,0.0068187312154814154,0.2930275008058566,0.4366992942712304,0.9974915412090228,0.03215434083601287,0.22168093139199657,0.9938912049054788,0.2215486985576054,0.9947100556547462,0.21384328208976394,0.9896425880805599,0.46259999999999996,0.1456382026967261,0.45520000000000005,0.07605429198240181,0.28220000000000006,0.6793043637315128,0.20000000000000004,0,1.0377999999999998,0.922681832317331
0.0,0.0,0,0.010864863626310594,0.0,0.011283504356935016,0.851741164009701,0.010026673227366991,0.9222022576423758,0.01623396603643459,0.8868536351983244,1.0469748289227336,0.971232097829292,0.925657302795182,0.9408139616628889,1.5029839898908417,0.9598312420637068,0.4084825414630702,0.9996893137204164,0.4148075150539505,0.9994464000871814,0.006324973590880359,0.3272222745625906,0.41164398860686263,0.9993941794458207,0.03278688524590164,0.2078315921260609,0.9972900203570209,0.20777048943829113,0.9975773017189874,0.1977641643450047,0.9964507247907597,0.4746,0.09662978189998904,0.48479999999999995,0.0,0.24060000000000006,0.6190882538705951,0.20000000000000004,0,1.1096,0.9237200759559482
0.0,0.0,0,0.01108456795482301,0.0,0.010928158798537037,0.7107219845095595,0.010260782358745748,0.8725934831786039,0.016093190818926045,0.8151935462516623,0.9852192622972725,0.9001980658012722,0.9193071749584422,0.8987917640852817,1.447287593870411,0.9087927566845401,0.3588469849678934,0.9993764586229514,0.367557120228881,0.9980884411465573,0.008710135260987541,0.2915534251686556,0.3639154756174866,0.9981399315146807,0.09060402684563759,0.21356159412830214,0.996391535588979,0.21344508804817416,0.9968605234854006,0.20336310192002982,0.9945963187994485,0.464,0.09394713860466103,0.48240000000000005,0.0,0.2536000000000001,0.776537817799324,0.20000000000000004,0,1.1119999999999999,0.9114975157115822
0.0,0.0,0,0.010932821332376597,0.0,0.011897970276829699,0.8841154741916264,0.011445351546563282,0.9233454263213692,0.017717841395786357,0.9046845522877585,1.0892163509801776,0.9763546793286271,1.0551628327331743,0.9406208670917218,1.6276525047579866,0.957721364651224,0.3895014799107867,0.9997317993480301,0.395738300074958,0.9995828942061409,0.006236820164171391,0.4136456381702468,0.39271366923758366,0.9995246543514908,0.030303030303030304,0.28544014622712244,0.9979430430133813,0.28549454137378644,0.998377326238433,0.27381189251847365,0.9977337000782946,0.4752,0.07699278201995631,0.4824,0.0,0.24240000000000003,0.6718333837955205,0.20000000000000004,0,1.1139999999999999,0.9573445195866891
0.0,0.0,0,0.010883541459205703,0.0,0.010377511520402697,0.6983578568548507,0.00947550569117639,0.8953280423856962,0.015123105456225635,0.8308788869029348,0.9542269802164286,0.8855016338984274,0.8715868392241441,0.9196787731068955,1.3911255709871277,0.9201847177839161,0.3742504266668671,0.9987504318367707,0.38251995040424264,0.9964271454552551,0.008269523737375526,0.29788838574815074,0.3792457529813801,0.996437189512474,0.07187500000000001,0.21744858037578313,0.996552440445598,0.2175943122477299,0.997035840570691,0.20794064487458183,0.9957551862557046,0.4566,0.1211641343303094,0.482,0.09015633771056739,0.2614,0.7375933400286578,0.20000000000000004,0,1.0957999999999997,0.913479299882743
0.0,0.0,0,0.01094334920818099,0.0,0.010146039190958757,0.7337496735212165,0.008451866736848836,0.9252406337154611,0.014345437999347073,0.8355962615922533,0.9306403309144428,0.8910763268278297,0.7780333695058748,0.9463865438103891,1.3181076110936958,0.9193271828943169,0.41143638806214006,0.9974805948193473,0.41903364423969597,0.9927791909641771,0.007597256177555913,0.28539847204942237,0.41578142882652364,0.9925275415555366,0.03686635944700461,0.21575748943537718,0.9967078932931657,0.2157760350449574,0.9971364307944772,0.20718838837510334,0.9960200466775182,0.4466,0.15960903157218237,0.4688,0.14503835223189618,0.2846,0.7677084314281463,0.20000000000000004,0,1.0647999999999997,0.9477192520556307
0.0,0.0,0,0.010929543486155421,0.0,0.01203202048864791,0.8681176166146105,0.010683181391657161,0.903507912423883,0.01728368647927156,0.8905785023500451,1.1083115114101885,0.9782819934162619,0.9837427384160863,0.919116929970582,1.5919245090455312,0.9556501712132972,0.39717701652117443,0.9997029478610189,0.40345667901241,0.9995088449393605,0.00627966249123552,0.3215895474584709,0.40047499748258253,0.999505869007185,0.027472527472527472,0.24306657438042742,0.9971417435505876,0.24301070650585824,0.9976307270276119,0.23238550083149792,0.9967529974112411,0.46920000000000006,0.08741946122389366,0.4878,0.0,0.243,0.7131678659569489,0.20000000000000004,0,1.1091999999999997,0.9434241432214441
