1.626263298937067892e-01 -5.935839247643841521e-01 2.310994542462499979e+01
1.318402622540520319e+00 1.992105987278288470e+00 3.635383266389252555e+01
1.046864156788436029e+00 -5.987928572618592682e-01 5.905564542685939387e+02
1.640047222954566786e-01 -5.924627515465776817e-01 2.481209511943758272e+01
1.543956601453830402e+00 1.992105987278288470e+00 4.763933666773574771e+01
9.699619438001503280e-01 -5.974720964764044240e-01 5.902904609424348337e+02
1.654444212450815188e-01 -5.779897313999307062e-01 2.448100917810047861e+01
1.131162508744396167e+00 1.992105987278288470e+00 2.407715101360786392e+01
1.131527049727806489e+00 1.992105987278288470e+00 2.410709550873434637e+01
1.657568033300709787e-01 -5.696817741306512417e-01 2.317506271322109512e+01
1.321455398011729621e+00 1.992105987278288470e+00 3.648644478997029950e+01
1.661479932359558320e-01 -5.899385992100099063e-01 2.464787949750694551e+01
1.544378040294918764e+00 1.992023054820661887e+00 4.793425886233277566e+01
1.463511513923796636e+00 1.992017865798147547e+00 4.560764291630209044e+01
1.540572079997750699e+00 1.992017865798147547e+00 4.703243673559553883e+01
1.669084296833588388e-01 -5.715211819576235808e-01 2.535784448965243598e+01
1.543718974226743867e+00 1.992004521789899396e+00 4.791963923626556721e+01
1.539852588163041602e+00 1.992004521789899396e+00 4.791945668248374091e+01
1.013923029580061419e+00 -5.963083341175401397e-01 5.898292100706012207e+02
1.517173635990857417e+00 1.991957359869747535e+00 4.702343064377169668e+01
9.774530883234214818e-01 -5.971478346723084751e-01 5.896203802630517430e+02
1.500864653069081234e+00 1.991955817468574974e+00 4.593449501263234680e+01
1.012951208770084488e+00 -5.962235250836709355e-01 5.895800167960060207e+02
1.539301648675823753e+00 1.991955817468574974e+00 4.745070848759640114e+01
9.737535886568209342e-01 -5.971478346723084751e-01 5.895729262076498571e+02
1.516991164402880177e+00 1.991947848408884614e+00 4.688386741139584757e+01
9.679425245564599045e-01 -5.973289119676684633e-01 5.894697702230786263e+02
1.413022813849347026e+00 1.991900300597182927e+00 4.047052322991036277e+01
1.689905605980790426e-01 -5.715211819576235808e-01 2.540344118031920218e+01
1.524377859679440173e+00 1.991900300597182927e+00 4.743697133202265803e+01
9.659795915783647713e-01 -5.972311553978426613e-01 5.892184016955577590e+02
1.525589076932812871e+00 1.991869754914776802e+00 4.792902510225302137e+01
1.312795241186897499e+00 1.991837063873594271e+00 3.578575886305117848e+01
1.690933387854231529e-01 -5.432903458223099502e-01 2.436792639638941438e+01
1.151124255042617506e+00 1.991703808532031772e+00 3.539622672972414819e+01
1.122502463001657791e+00 1.991700667298998084e+00 3.286064107545375634e+01
1.122012715593684318e+00 1.991700667298998084e+00 3.274471682754162316e+01
9.638179109947964118e-01 -5.973289119676684633e-01 5.890337152915836896e+02
1.123008037142973370e+00 1.991700667298998084e+00 3.287800989791417550e+01
1.023076124752777982e+00 -5.959387992608118356e-01 5.889406373394579077e+02
1.314050612560954123e+00 1.991694493957851364e+00 3.825414538866115777e+01
1.481357498896477720e+00 1.991628835510211193e+00 4.795054279796715235e+01
9.386701924528703112e-01 -5.986413874219056463e-01 5.887408346251319244e+02
1.289436906665728522e+00 1.991601391091094797e+00 4.212499080349090974e+01
9.603604807962480283e-01 -5.971703405657259323e-01 5.887118189046782391e+02
1.335095859076217861e+00 1.991538513841571323e+00 4.485969458866352255e+01
9.418262637077319255e-01 -5.976184520141990530e-01 5.886633516754623088e+02
