1.582289891400155968e-01 -5.864055086698143349e-01 1.771332826183932241e+01
1.481405094584629767e+00 1.992046735115843514e+00 4.834176693464925023e+01
9.394755913931545077e-01 -5.989994484743861314e-01 5.906248497351494962e+02
1.586413982024967306e-01 -5.939627342623067241e-01 1.871355553888161438e+01
1.457507872344465216e+00 1.992046735115843514e+00 4.817044369145154548e+01
9.517847331407601752e-01 -5.984061334975405710e-01 5.905229101359494734e+02
1.611695321590011776e-01 -5.905821289549604280e-01 2.792532472116825204e+01
9.379206984702447292e-01 -5.977754975554960826e-01 5.903711399823937427e+02
1.618000270807740670e-01 -5.748154292333795823e-01 2.622354732538577693e+01
1.534280199688703439e+00 1.991968756889922698e+00 4.873569101178082263e+01
1.524139411327917193e+00 1.991968756889922698e+00 4.855406456573819440e+01
1.510691466833475216e+00 1.991968756889922698e+00 4.838624396957908402e+01
1.629565374471357853e-01 -5.487832369912929442e-01 2.542168365366153537e+01
1.183875711793500596e+00 1.991915742006015844e+00 3.568899157695722835e+01
1.106263670157128676e+00 1.991893987423220214e+00 3.061674162475763694e+01
1.359080253045275466e+00 1.991884892393798179e+00 4.352167552857940791e+01
1.330580745810699073e+00 1.991878401381298236e+00 4.485645135958753116e+01
9.344258574049899568e-01 -5.984824429912475319e-01 5.901099277262899250e+02
1.528114282230973009e+00 1.991859216959453338e+00 4.871423275715792300e+01
1.528155206836561142e+00 1.991859216959453338e+00 4.871764911767409245e+01
8.932800627211718858e-01 -5.985852834501482755e-01 5.900133717855469513e+02
1.640191693116969662e-01 -5.627677993433390924e-01 2.869141665125568252e+01
1.490415326877880586e+00 1.991859216959453338e+00 4.866563695198250628e+01
1.322834188940323008e+00 1.991828900568000993e+00 4.407477656289800194e+01
1.315185996750286801e+00 1.991828900568000993e+00 4.398774840643742579e+01
9.581371430725632576e-01 -5.973564533843406243e-01 5.898022380379936749e+02
1.513609159111260816e+00 1.991828900568000993e+00 4.869295513678486742e+01
1.513743715748528729e+00 1.991828900568000993e+00 4.870244691033359175e+01
1.519370137746518967e+00 1.991828900568000993e+00 4.875389515053710454e+01
8.975123450252536772e-01 -5.985517988202173623e-01 5.897824825972538747e+02
