scr,ncr_avg,ncr_r1,dist_x_avg,dist_x_r1,dist_f_avg,dist_f_r1,dist_c_avg,dist_c_r1,dist_f_c_avg,dist_f_c_r1,dist_f_dist_x_avg,dist_f_dist_x_r1,dist_c_dist_x_avg,dist_c_dist_x_r1,dist_f_c_dist_x_avg,dist_f_c_dist_x_r1,uhv_ss_avg,uhv_ss_r1,nuhv_avg,nuhv_r1,uhvd_avg,uhvd_r1,hv_ss_avg,hv_ss_r1,nhv_avg,nhv_r1,hvd_avg,hvd_r1,bhv_avg,bhv_r1,nrfbx,nncv_avg,nncv_r1,ncv_avg,ncv_r1,bncv_avg,bncv_r1,sup_avg,sup_r1,inf_avg,inf_r1,inc_avg,inc_r1,lnd_avg,lnd_r1,nfronts_avg,nfronts_r1,H_max,eps_s,m0,eps05
0.0,0.0,0.0,0.01801926673274798,0.021012033676963533,0.04862952020641519,0.21533983402239915,0.038947347598147934,0.6281183845167811,0.06273468955804279,0.3321373545890579,2.6984099187661394,0.2192729446881751,2.1608826848947666,0.6349675916397358,3.4809373460034863,0.3369416610999777,0.3137318293924607,0.9345915639085977,0.40403860671194336,0.904770741482966,0.09030677731948264,0.21703858527866543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30054769485559885,0.9282824977281889,0.30069045628317126,0.9344268657434988,0.217313816708687,0.9045425818604172,0.49896666666666667,0.28489527009896787,0.5010333333333333,0.28489527009896787,0.04761904761904763,0.0,0.04761904761904763,0.0,1.0476190476190477,0.0,0.5959735109995814,3.2962962962962967,0.2483967935871743,2.5775775775775776
0.0,0.0,0.0,0.018023216777967442,-0.0016456757358560962,0.048542700345350166,0.21915665324643277,0.038816617261988325,0.6282543513453331,0.06259416393387873,0.335629324715497,2.693010318280935,0.22171671992633915,2.1532718872389447,0.6351424976078281,3.4724428700343113,0.34154884784584183,0.3149370615550473,0.9328416484620892,0.40535215675330394,0.901799732798931,0.09041509519825665,0.1978080713980513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000940810301135,0.9268173307576111,0.30033304763161517,0.9326389319178897,0.21680795739711645,0.90139723049703,0.49979523809523807,0.3082729059888022,0.5002047619047618,0.3082729059888022,0.04761904761904763,0.0,0.04761904761904763,0.0,1.0476190476190477,0.0,0.5923307790536139,3.308308308308309,0.25470941883767534,2.545545545545546
0.0,0.0,0.0,0.01802442641825563,0.015868604476219704,0.04852655117607867,0.21468178519200562,0.0387633508303937,0.6310367582010868,0.06255513683616457,0.3358011783326412,2.692286009368067,0.22047255471904767,2.1500950721624426,0.6359200972515602,3.4702761804662954,0.3409668237375651,0.3159454885841969,0.9325414239891192,0.4059680003464291,0.901078576371963,0.09002251176223228,0.20914652127076977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2995664663890726,0.9260422430446476,0.2995651164438019,0.932415116118122,0.2167756113233441,0.9006562073095139,0.500304761904762,0.27968511448438893,0.499695238095238,0.27968511448438893,0.04761904761904763,0.0,0.04761904761904763,0.0,1.0476190476190477,0.0,0.5970675464143453,3.3163163163163167,0.2567134268537074,2.5575575575575575
0.0,0.0,0.0,0.018022130918972996,0.008695158485138443,0.048400994812253184,0.21571976987007044,0.038820106997533424,0.6066957073305769,0.06245122562815077,0.32696186607449124,2.6856416766785403,0.22226537519483408,2.1540275297784177,0.6140264854032388,3.4652550096374917,0.33551167078902544,0.31239045065544746,0.9306318859942107,0.40238747919699697,0.8954255814933167,0.08999702854154955,0.2020092521379094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30046733209238774,0.9229570612696862,0.300224018672091,0.93042155421955,0.21709794165355661,0.8948511858551939,0.5004476190476191,0.2592433351661966,0.499552380952381,0.2592433351661966,0.04761904761904763,0.0,0.04761904761904763,0.0,1.0476190476190477,0.0,0.6138229446903528,3.310310310310311,0.2607214428857715,2.5675675675675675
0.0,0.0,0.0,0.018013956858288466,0.0,0.048563904284457116,0.22287846684359708,0.03878953992772682,0.6207186132023806,0.06257994338887406,0.33448538157395863,2.695607083861462,0.22603699531194515,2.1527128388151677,0.627194670421925,3.473384452868094,0.3400403930985093,0.31502498787991917,0.9315334946168612,0.40532378522714596,0.8979024643882358,0.09029879734722683,0.20774688235329516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989526281096615,0.9243633176262434,0.2989327762323547,0.9313906792564106,0.21595005790780647,0.8974357411519736,0.4999952380952381,0.27884119467226703,0.5000047619047618,0.27884119467226703,0.04761904761904763,0.0,0.04761904761904763,0.0,1.0476190476190477,0.0,0.6104936295721639,3.302302302302303,0.27314629258517037,2.5235235235235236
0.0,0.0,0.0,0.01802204877499297,0.007264447212743805,0.048360379568412916,0.20674292007438294,0.038672192748976215,0.6183334609158255,0.062339040592286656,0.3237742596303718,2.683315658348315,0.21578921326135753,2.1454396983735817,0.6272006294872026,3.4587333895736956,0.33322047819362444,0.3139891592687885,0.9327401577930635,0.40412858266589174,0.9011455908814625,0.09013942339710326,0.2070744491986977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2995784495854367,0.9262045279748685,0.29944286229502304,0.9324718879199839,0.21658679186361032,0.9005931935943957,0.5005190476190475,0.26323800566553723,0.49948095238095236,0.26323800566553723,0.04761904761904763,0.0,0.04761904761904763,0.0,1.0476190476190477,0.0,0.5973066171536943,3.310310310310311,0.2476953907815631,2.5895895895895897
0.0,0.0,0.0,0.018013082959917787,0.01768412259955346,0.04864265214566658,0.2202301588161307,0.039049232552164706,0.6246025997941829,0.06281539377952419,0.3410409154645627,2.7004727465820477,0.22168144818164853,2.1675571600574637,0.6301899498697092,3.4871063106349824,0.3440795994391184,0.3128672501643107,0.9300791962302984,0.40269616455351975,0.8998473740273338,0.08982891438920905,0.22205338244055675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3018299379203492,0.9239311463768376,0.3021583993142135,0.9298089765115817,0.2186405664849933,0.8992748415750418,0.4980714285714285,0.2979459324982822,0.5019285714285714,0.2979459324982822,0.04761904761904763,0.0,0.04761904761904763,0.0,1.0476190476190477,0.0,0.5967259947155904,3.3163163163163167,0.25541082164328655,2.5635635635635636
0.0,0.0,0.0,0.018022781123541682,0.01635690600420059,0.04842632831657956,0.23235267652421956,0.03877377751406884,0.6258981458412318,0.062446719923797446,0.3428968290936226,2.686954492148689,0.23189177273465847,2.1511294213686254,0.629043038629812,3.4647105699807463,0.34573731366637167,0.3134742851529546,0.932041290990389,0.4036980303190517,0.8996354306210016,0.09022374516609716,0.21289192559292758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999741774866137,0.9250622674778984,0.2998349884287526,0.9318345206930376,0.21661782086417017,0.899501866194852,0.5007238095238096,0.28838799457152264,0.49927619047619043,0.28838799457152264,0.04761904761904763,0.0,0.04761904761904763,0.0,1.0476190476190477,0.0,0.6032953977037878,3.294294294294295,0.2529058116232465,2.585585585585586
0.0,0.0,0.0,0.018016165209612696,0.006944659288547063,0.04855216976156193,0.2515683535238645,0.03886600495714038,0.6358333026413187,0.0626366521010407,0.3686259654444023,2.6946953108069183,0.258496890477652,2.156844215764509,0.6431066180408864,3.4762456253741782,0.37601741501020053,0.31472455010065864,0.931301523166453,0.40509868668664034,0.9017669465056237,0.09037413658598167,0.23386470117411995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3008315764997962,0.9251644803119751,0.3009777017141604,0.9311016820427641,0.21749509839278486,0.9014721129947582,0.4992523809523809,0.2819648048204519,0.500747619047619,0.2819648048204519,0.04761904761904763,0.0,0.04761904761904763,0.0,1.0476190476190477,0.0,0.6004586453910636,3.318318318318319,0.25801603206412826,2.561561561561562
0.0,0.0,0.0,0.018019001095385238,0.0,0.04845404378266356,0.23586514650923468,0.03877521280759545,0.611429742367618,0.062453870397350855,0.3429869480703147,2.6888572267480644,0.24310431553798284,2.151869071105495,0.6194729314484825,3.465822371253681,0.35124930220801964,0.3129740431477677,0.9298819464755335,0.4030776363440386,0.8953512490446357,0.09010359319627083,0.20984711765874092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2985564873127332,0.922204411224852,0.29831869808564015,0.9295421702263384,0.21567892404148942,0.8946571738070734,0.5003380952380952,0.24653479300543557,0.49966190476190475,0.24653479300543557,0.04761904761904763,0.0,0.04761904761904763,0.0,1.0476190476190477,0.0,0.6147059625866291,3.284284284284285,0.27044088176352704,2.5375375375375375
