scr,fsr,corr_obj_min,corr_obj_max,corr_obj_range,skew_avg,skew_min,skew_max,skew_rnge,kurt_avg,kurt_min,kurt_max,kurt_rnge,mean_uc_rk,std_uc_rk,min_uc_rk,max_uc_rk,skew_uc_rk,kurt_uc_rk,mean_cv,std_cv,min_cv,max_cv,skew_cv,kurt_cv,piz_ob_min,piz_ob_max,piz_ob_f,PFd,PFCV,PS_dist_max,PS_dist_mean,PS_dist_iqr,PF_dist_max,PF_dist_mean,PF_dist_iqr,hv_est,uhv_est,hv_uhv_n,GD_cpo_upo,upo_n,po_n,cpo_upo_n,cover_cpo_upo_n,dist_c_corr,corr_obj_cv_min,corr_obj_cv_max,corr_obj_uc_rk_min,corr_obj_uc_rk_max,corr_cv_ranks,rk_uc_mdl_r2,rk_uc_range_coeff,cv_mdl_r2,cv_range_coeff,H_max,eps_s,m0,eps05
0.0,0.0246,-0.1519056148122246,-0.1519056148122246,0.0,0.9212116357831084,0.6756965242296701,1.1667267473365466,0.4910302231068765,1.5212387461387917,0.4156053404189559,2.6268721518586275,2.2112668114396716,47.689,28.00054783392639,1,115,0.29327650364373375,-0.872865743949577,0.003332139245123241,0.021601488915315357,0.0,1.2228009410912055,40.02670873331631,2102.9345815602733,0.409,0.8666,0.1562,0.0032375620892933954,4.70811960034309e-06,1.255074769997354,0.6663930314683244,0.3032193428885459,0.18111317818319875,0.06974818062290249,0.06596421916436891,1.1387368788036425,1.1929885889211667,0.954524535589578,0.024701259074182857,0.0042,0.004,0.9523809523809523,0.0,0.5582783988754381,0.0,0.8924809452542146,0.0,0.7076656906049098,0.9999926833790913,0.06211882011326442,-3.5037331687686377,0.06211882011326442,-3.5037331687686377,0.6046492608821646,4.369369369369369,0.49039615846338536,2.1871871871871873
0.0,0.0262,-0.16732019382880775,-0.16732019382880775,0.0,0.9252591463607609,0.6136656361605267,1.236852656560995,0.6231870204004683,1.5248425617626498,0.25460378258729843,2.795081340938001,2.5404775583507027,49.2462,29.661105602455212,1,128,0.373447608253541,-0.7746664494053497,0.0035646032508572533,0.020002523610485445,0.0,0.8361162535930514,24.72245055037573,847.9992706975279,0.3518,0.828,0.1716,0.0036172839821497185,4.811853400711295e-06,1.305225388983803,0.6903149032812597,0.4039344642307908,0.17304821802483078,0.06648391386423175,0.06288488536295168,1.1357274426520785,1.19702683558547,0.9487902934912819,0.021168643090519718,0.0046,0.0032,0.6956521739130435,0.043478260869565216,0.5486113168090705,0.0,0.8930455867769557,0.0,0.7138355000572901,0.999991175853754,0.04293008172794266,-4.385507132514714,0.04293008172794266,-4.385507132514714,0.6099867932617021,4.34934934934935,0.48299319727891155,2.207207207207207
0.0,0.0242,-0.14339161879166473,-0.14339161879166473,0.0,0.9451722386518684,0.6883548860813484,1.2019895912223884,0.5136347051410399,1.5091586505075698,0.5493386726187639,2.4689786283963757,1.9196399557776118,48.352,28.57952581831966,1,120,0.307541852272788,-0.8662408702322,0.0034313746779611647,0.01657655921783663,0.0,0.4776521284442157,16.941703246779234,389.1574057764668,0.4282,0.762,0.1614,0.0028718325225281626,5.635249412165828e-06,1.2834630578034436,0.682298123096762,0.4150255825455659,0.18324177497674163,0.06952468642477923,0.06266744471290814,1.137815709362171,1.1924378463471645,0.9541928854805143,0.02228111278599262,0.0056,0.004,0.7142857142857143,0.03571428571428571,0.5139714101196696,0.0,0.892955119902292,0.0,0.734190295703488,0.9999930607576122,0.06646957479455773,-6.503500068097509,0.06646957479455773,-6.503500068097509,0.5923723888729482,4.369369369369369,0.49819927971188477,2.167167167167167
0.0,0.021,-0.15604768800190752,-0.15604768800190752,0.0,0.8846610911973855,0.7136749218489618,1.0556472605458092,0.3419723386968474,1.0169451172702721,0.5493672748701566,1.4845229596703877,0.9351556848002311,49.6944,29.349831492531607,1,125,0.37842594930052154,-0.7245127152985078,0.003124442072358382,0.011714412471831429,0.0,0.3006407128188642,12.280364966655707,232.98486685875912,0.4058,0.7004,0.1668,0.0036532434111397134,2.9745792226545634e-06,1.2136287379407342,0.6527637644345586,0.3525567464266868,0.17434635365735604,0.06936668444230007,0.07006618764806316,1.137200672817397,1.1960347952226238,0.9508090210751136,0.023606450567563074,0.0042,0.0044,1.0476190476190477,0.0,0.45090817841941194,0.0,0.8920325249768158,0.0,0.7514395982145592,0.99999549386855,0.056463686943546976,-7.921240288899769,0.056463686943546976,-7.921240288899769,0.603985638336316,4.389389389389389,0.4951980792316927,2.1871871871871873
0.0,0.0222,-0.17082033179281325,-0.17082033179281325,0.0,0.9700356221400142,0.6645010645076622,1.2755701797723662,0.611069115264704,1.675054215709894,0.4385828857989149,2.911525545620873,2.472942659821958,48.4808,28.411350396628457,1,125,0.3741835696160719,-0.7130456800808824,0.003563498134863616,0.02079035785664706,0.0,1.0555268245685383,30.591258688038494,1375.099698249683,0.5724,0.8528,0.1684,0.004195726148033903,6.837754906936326e-06,1.2787573565564987,0.6280539424147354,0.29485075246133036,0.16719201420161364,0.06487803122788537,0.058822305308426595,1.1312050359475723,1.1948589865807497,0.9467268093155228,0.02607440023446661,0.0038,0.0032,0.8421052631578947,0.0,0.3932214824170484,0.0,0.8915324984767274,0.0,0.7078154923436719,0.9999946682640978,0.06024994954470131,-4.574054996173338,0.06024994954470131,-4.574054996173338,0.6071932061855541,4.42942942942943,0.4943977591036415,2.167167167167167
0.0,0.027,-0.16175005731800227,-0.16175005731800227,0.0,0.8656830266769705,0.6211458974857473,1.1102201558681937,0.48907425838244634,0.9878858660617034,0.3315812974418191,1.6441904346815877,1.3126091372397686,50.3016,29.315672215386776,1,125,0.3011713142030258,-0.8430137892643916,0.0033194273123999508,0.013119985821979553,0.0,0.3774523484311204,13.937783784408422,296.1495738995624,0.4208,0.736,0.1648,0.003034188457680293,2.8600617724403743e-06,1.3286291221774398,0.686547623843694,0.428965183592213,0.17496689092457288,0.06966629969620643,0.06307580030277082,1.137779240134865,1.1965740514328453,0.950864042866736,0.02625261770326439,0.0034,0.004,1.1764705882352942,0.0,0.4337412009573431,0.0,0.8893239966339013,0.0,0.7087516318516787,0.9999903122777165,0.06427156296791225,-5.698622096075576,0.06427156296791225,-5.698622096075576,0.6076704367979535,4.389389389389389,0.5102040816326531,2.1071071071071072
0.0,0.0212,-0.1549716930788677,-0.1549716930788677,0.0,0.9220960531466911,0.687448055631676,1.1567440506617062,0.46929599503003017,1.3461275115739733,0.5679651938182606,2.124289829329686,1.5563246355114253,48.9086,28.02196720503398,1,123,0.32721004110702895,-0.79685457762336,0.0034342578411830685,0.016343483616773666,0.0,0.5749769255950532,20.219134001076764,577.2745357266583,0.4608,0.7782,0.1601,0.003535600973209046,3.0517725987913647e-06,1.3400910500944767,0.6591480889471406,0.30144105301072555,0.1718103470861561,0.0727685344736236,0.07011611650763952,1.1298493588796017,1.194050304311294,0.9462326292285297,0.030474880107976565,0.0034,0.0038,1.1176470588235294,0.0,0.47707441323184135,0.0,0.8891782904864921,0.0,0.7335532189757231,0.9999953386839957,0.05305415819975279,-5.701677355025051,0.05305415819975279,-5.701677355025051,0.6126839793227586,4.42942942942943,0.4991996798719488,2.127127127127127
0.0,0.028,-0.1444600861624034,-0.1444600861624034,0.0,0.9326510920672954,0.6785213263670495,1.1867808577675412,0.5082595314004916,1.3802432223215022,0.5125848165738178,2.2479016280691866,1.7353168114953688,50.7814,29.246941960485373,1,124,0.3336846620623652,-0.7960171319193177,0.003419580286560732,0.01567304187376098,0.0,0.5325857853061594,17.149860599327507,431.6563568916412,0.5098,0.7718,0.1516,0.003146515305355936,2.635593124214015e-06,1.1327506159461138,0.6563084971782165,0.35038638569435476,0.1782895591850389,0.06559860341049689,0.06536247937022599,1.1377672119285152,1.191529450415866,0.9548796393839978,0.02279922024416404,0.0036,0.0048,1.3333333333333333,0.0,0.44297910664863055,0.0,0.8892871410307073,0.0,0.7428867768331717,0.9999892321211246,0.06248236042403732,-7.107827902906077,0.06248236042403732,-7.107827902906077,0.6032402007805342,4.42942942942943,0.4887955182072829,2.167167167167167
0.0,0.0242,-0.16068071145122842,-0.16068071145122842,0.0,1.0133945738965588,0.7944375399471763,1.2323516078459416,0.4379140678987653,1.9085268063632959,1.1752502052164795,2.6418034075101122,1.4665532022936327,49.5332,29.234741280880186,1,128,0.3726049654899929,-0.7461536029942981,0.003521704169791804,0.019729398401219008,0.0,0.9970775355490245,29.944352775759718,1339.3305139819,0.5258,0.8458,0.1681,0.0030161250155585208,5.299505106244831e-06,1.3444180418071265,0.6387516609168207,0.3331353984372063,0.17820789369024487,0.060810048016662524,0.059963135943302534,1.1350389023315253,1.1930063184583306,0.9514106377896522,0.026815094495728962,0.005,0.0044,0.88,0.04,0.4897395373144422,0.0,0.8885509921354241,0.0,0.7460893287050743,0.9999930604456142,0.05268844548728513,-7.5897989297339485,0.05268844548728513,-7.5897989297339485,0.6071668176863028,4.449449449449449,0.48659463785514206,2.167167167167167
0.0,0.0192,-0.1708860406274416,-0.1708860406274416,0.0,0.9437062002169826,0.6885949476882969,1.1988174527456683,0.5102225050573714,1.3824926094721912,0.434595669719275,2.3303895492251074,1.8957938795058324,49.0474,28.013581585366765,1,116,0.25511817120597674,-0.8676580650503936,0.0033937201017090386,0.01625428938410286,0.0,0.5867593235636447,18.859753518734554,510.7729930903224,0.437,0.7916,0.148,0.003023664584923097,7.505423474769494e-06,1.1420682378623972,0.6343266420797544,0.31192055220218284,0.17841722411948616,0.07034649253095332,0.06556626173669873,1.1369307477560666,1.1933221337800302,0.9527442050828847,0.023612385617552658,0.005,0.0038,0.76,0.0,0.46264665218966805,0.0,0.8935810775790954,0.0,0.7419989498199826,0.9999965552972825,0.05894641992424732,-6.838447381679777,0.05894641992424732,-6.838447381679777,0.6076235568597121,4.389389389389389,0.5122048819527811,2.167167167167167
