sup_avg,inf_avg,inc_avg,lnd_avg,uhv_ss_avg,nuhv_avg,uhvd_avg,hv_ss_avg,nhv_avg,hvd_avg,bhv_avg,length_avg
0.3900114290105724,0.5108530105363112,0.1155290030760673,0.01639344262295082,0.41265002882768836,0.4199136415247744,0.007263612697086098,0.41265002882768836,0.4199136415247744,0.007263612697086098,0.41991331805468346,178.69333333333333
0.39404150620298783,0.5068393826542917,0.11551255376567132,0.01639344262295082,0.40228106407939246,0.40946219236415915,0.007181128284766668,0.40228106407939246,0.40946219236415915,0.007181128284766668,0.409461688888165,202.63333333333333
0.3901361476243615,0.5110840480280827,0.11517324697050668,0.016393442622950817,0.4000423735813518,0.4072441168936761,0.007201743312324329,0.4000423735813518,0.4072441168936761,0.007201743312324329,0.40724363152486587,196.78
0.388233034560339,0.5125489771511513,0.11561143091146034,0.01639344262295082,0.41043212761114495,0.4177407786911049,0.007308651079959964,0.41043212761114495,0.4177407786911049,0.007308651079959964,0.41774030945012935,206.27333333333334
0.3909596100531521,0.5103877745735591,0.1150460579962395,0.01639344262295082,0.39834250358351597,0.4054958967963846,0.007153393212868625,0.39834250358351597,0.4054958967963846,0.007153393212868625,0.40549539343179636,203.1
0.39473972305775007,0.5059229633987609,0.11573075616644,0.016393442622950817,0.4102710654965109,0.41752940365805224,0.007258338161541357,0.4102710654965109,0.41752940365805224,0.007258338161541357,0.41752889124048276,193.19333333333333
0.3903250629512036,0.5105676631527887,0.11550071651895856,0.016393442622950817,0.39864656349564237,0.4058338549479603,0.007187291452317946,0.39864656349564237,0.4058338549479603,0.007187291452317946,0.40583344937892024,192.40666666666667
0.3954127000437657,0.5059010738690186,0.11507966871016646,0.016393442622950817,0.4055031247300399,0.4127513298893678,0.007248205159327856,0.4055031247300399,0.4127513298893678,0.007248205159327856,0.41275102524420465,200.22666666666666
0.39044681779412876,0.5100103608711523,0.11593626395766968,0.016393442622950817,0.4051826974852429,0.4124323191216523,0.0072496216364093926,0.4051826974852429,0.4124323191216523,0.0072496216364093926,0.4124315942054654,198.72666666666666
0.39299365714804535,0.5081175656542132,0.11528221982069231,0.01639344262295082,0.40297565263354784,0.41015424701456105,0.007178594381013204,0.40297565263354784,0.41015424701456105,0.007178594381013204,0.4101537634317839,201.16
0.38958762727745944,0.5111647181843652,0.11564109716112607,0.01639344262295082,0.4019481864256338,0.4091508331817368,0.007202646756102921,0.4019481864256338,0.4091508331817368,0.007202646756102921,0.40915044875337603,191.98666666666668
0.3961926882497142,0.50453549503531,0.11566525933792657,0.01639344262295082,0.4019933476238761,0.40918152621118636,0.007188178587310233,0.4019933476238761,0.40918152621118636,0.007188178587310233,0.4091806585923279,206.47333333333333
0.39520791475424705,0.5054354384905586,0.11575008937814502,0.01639344262295082,0.40132212478851537,0.4085160741501904,0.0071939493616750725,0.40132212478851537,0.4085160741501904,0.0071939493616750725,0.40851523067187817,204.10666666666665
0.391885389241003,0.5086099072160153,0.1158981461659324,0.016393442622950817,0.4053835332063008,0.412582163611186,0.007198630404885205,0.4053835332063008,0.412582163611186,0.007198630404885205,0.4125816945478234,193.26
0.39339827088819534,0.5075439961825658,0.11545117555218966,0.01639344262295082,0.4107856624019628,0.4180333323775965,0.007247669975633644,0.4107856624019628,0.4180333323775965,0.007247669975633644,0.4180327955062514,184.02666666666667
0.39117674543034026,0.5094461210786475,0.11577057611396303,0.016393442622950817,0.4065479920256832,0.4138111437171708,0.0072631516914876066,0.4065479920256832,0.4138111437171708,0.0072631516914876066,0.41381057974845864,196.06
0.3927523296386904,0.5084682581627745,0.11517285482148608,0.01639344262295082,0.3961925785292051,0.4033122926888133,0.007119714159608212,0.3961925785292051,0.4033122926888133,0.007119714159608212,0.40331178833024883,192.64666666666668
0.3905825336896048,0.5100223865484641,0.11578852238488181,0.01639344262295082,0.4056351399046845,0.41286030237208887,0.0072251624674043715,0.4056351399046845,0.41286030237208887,0.0072251624674043715,0.4128599208334864,207.04666666666665
0.3929431672204245,0.5084037669430979,0.11504650845942857,0.016393442622950817,0.4039919543680784,0.41117657622938814,0.00718462186130975,0.4039919543680784,0.41117657622938814,0.00718462186130975,0.4111759442759673,196.22
0.3937706691995666,0.5073409453005628,0.11528182812282135,0.01639344262295082,0.39745660738077654,0.4046267486941335,0.007170141313356841,0.39745660738077654,0.4046267486941335,0.007170141313356841,0.4046263532997942,203.18
0.3898289766255479,0.5117578175901284,0.11480664840727456,0.01639344262295082,0.4035272221285597,0.4107439323636191,0.007216710235059418,0.4035272221285597,0.4107439323636191,0.007216710235059418,0.4107431143363795,195.94
0.3906469315183057,0.5101168792806268,0.11562963182401835,0.016393442622950817,0.4008132187823017,0.4080161183353393,0.007202899553037612,0.4008132187823017,0.4080161183353393,0.007202899553037612,0.40801566075629675,204.43333333333334
0.39416467918195136,0.5071126783157898,0.11511608512520977,0.01639344262295082,0.3928779578532292,0.3999789385132688,0.007100980660039659,0.3928779578532292,0.3999789385132688,0.007100980660039659,0.3999785946449984,199.57333333333332
0.39406722847537007,0.506983609834135,0.11534260431344552,0.016393442622950814,0.39954769585807104,0.40668877633137696,0.007141080473305938,0.39954769585807104,0.40668877633137696,0.007141080473305938,0.4066884381819572,201.30666666666667
0.3979608986719497,0.5026379386812014,0.1157946052697996,0.01639344262295082,0.41305572443501254,0.42030137749379276,0.0072456530587802735,0.41305572443501254,0.42030137749379276,0.0072456530587802735,0.4202997738396098,192.36666666666667
0.3915321450059038,0.5091691884684889,0.11569210914855808,0.01639344262295082,0.404081890819783,0.4113667557341205,0.007284864914337439,0.404081890819783,0.4113667557341205,0.007284864914337439,0.4113664905365612,203.68666666666667
0.3911810764750669,0.5100923949216006,0.11511997122628351,0.01639344262295082,0.4121916253354026,0.4194396765379039,0.007248051202501407,0.4121916253354026,0.4194396765379039,0.007248051202501407,0.41943886401276487,184.85333333333332
0.3892537705277459,0.5113446406832003,0.11579503141200462,0.01639344262295082,0.4077862261331821,0.4151154442053231,0.0073292180721409765,0.4077862261331821,0.4151154442053231,0.0073292180721409765,0.4151150496605884,211.57333333333332
0.38943799946833396,0.5108535147664792,0.11610192838813774,0.01639344262295082,0.40067857855358285,0.4078381785341856,0.007159599980602721,0.40067857855358285,0.4078381785341856,0.007159599980602721,0.40783795062767886,184.69333333333333
0.39137321932180985,0.5094150581634977,0.11560516513764316,0.016393442622950817,0.39667062944543263,0.40386237710501965,0.007191747659587021,0.39667062944543263,0.40386237710501965,0.007191747659587021,0.40386198581905547,206.56666666666666
