sup_avg,inf_avg,inc_avg,lnd_avg,uhv_ss_avg,nuhv_avg,uhvd_avg,hv_ss_avg,nhv_avg,hvd_avg,bhv_avg,length_avg
0.30127100677100677,0.3817987567987568,0.4078393273393273,0.0909090909090909,0.38089043568159137,0.3895081040136153,0.008617668332023933,0.38089043568159137,0.3895081040136153,0.008617668332023933,0.38950810401361524,3.8
0.2897701873290109,0.4292930076459489,0.3718458959341312,0.0909090909090909,0.4196400949452268,0.42838043441838053,0.008740339473153743,0.41962796769442356,0.4283021578381292,0.008674190143705593,0.4283021578381292,4.54
0.29110125002589116,0.36013664843928006,0.43967119244391983,0.0909090909090909,0.4004883000650367,0.40980182694661105,0.009313526881574313,0.4004883000650367,0.40978571472367575,0.009297414658639029,0.40978571472367575,4.46
0.30620326643053913,0.4018935458480912,0.3828122786304604,0.0909090909090909,0.4160141972363193,0.4249585363318997,0.008944339095580343,0.4160141972363193,0.4249585363318997,0.008944339095580343,0.4249585363318997,4.28
0.3029611777111777,0.38967221667221674,0.39827569652569655,0.0909090909090909,0.38784517063931795,0.39727078676185973,0.009425616122541829,0.38784517063931795,0.39727078676185973,0.009425616122541829,0.39727078676185973,4.08
0.293579334009956,0.4024099919219537,0.3949197649771812,0.09090909090909091,0.37748317598106274,0.38604052314929377,0.008557347168231018,0.37748317598106274,0.38604052314929377,0.008557347168231018,0.3860405231492938,4.48
0.3273726172817082,0.3600264382082563,0.40351003541912633,0.0909090909090909,0.4134194206809583,0.4224279269504492,0.009008506269490893,0.4134194206809583,0.422310208645534,0.008890787964575687,0.422310208645534,5.0
0.28203543070120607,0.44888053182705584,0.35999312838082886,0.0909090909090909,0.38804391314243025,0.3971727553425153,0.009128842200085018,0.38768442478659426,0.39680525795742155,0.009120833170827304,0.39680525795742155,4.72
0.31401590581136035,0.39797218942673496,0.3789209956709956,0.0909090909090909,0.39972688880411,0.40853216497113903,0.008805276167029134,0.39972688880411,0.4085205505551189,0.008793661751008956,0.4085205505551189,4.76
0.3048937526525762,0.37689645191409904,0.4091188863424158,0.0909090909090909,0.39158494043412484,0.40088512409941307,0.009300183665288293,0.39158494043412484,0.4008832263796838,0.00929828594555902,0.4008832263796838,5.06
0.316533189033189,0.35981637806637806,0.4145595238095239,0.09090909090909091,0.40365699941358835,0.41351559250252107,0.009858593088932699,0.40374234425433614,0.4135665509038839,0.009824206649547586,0.4135665509038838,4.96
0.334961460108519,0.3582921637186343,0.39765546708193766,0.0909090909090909,0.37508529629682774,0.3837962501766776,0.008710953879849864,0.37508529629682774,0.3837962501766776,0.008710953879849864,0.3837962501766776,4.92
0.28612781679057336,0.3837022101391603,0.42107906397935724,0.0909090909090909,0.3918851260653359,0.4015331026978414,0.009647976632505545,0.3918851260653359,0.4015264115258937,0.009641285460557751,0.4015264115258937,5.08
0.3052282488753077,0.3709351922587216,0.4147456497750616,0.0909090909090909,0.4498812364197287,0.45926605955713745,0.009384823137408696,0.4498812364197287,0.45926605955713745,0.009384823137408696,0.45926605955713745,4.4
0.3341149996202628,0.3701422267790689,0.3866518645097593,0.0909090909090909,0.3615332104647907,0.36984485793408617,0.00831164746929548,0.3615332104647907,0.3698397335876448,0.008306523122854135,0.3698397335876448,5.06
0.30511747343565526,0.4125187691096782,0.37327284836375746,0.0909090909090909,0.3547062233598039,0.36340263614807794,0.008696412788274157,0.3547062233598039,0.36328895041649967,0.008582727056695806,0.3632889504164997,5.14
0.3322771420498693,0.331913591459046,0.42671835740017555,0.0909090909090909,0.3902460778162663,0.39942563809096415,0.009179560274697823,0.3902460778162663,0.39942563809096415,0.009179560274697823,0.39942563809096415,4.08
0.3034726254138019,0.3972739156268568,0.39016254986843213,0.0909090909090909,0.35384241918585724,0.3626994103397513,0.00885699115389409,0.35384241918585724,0.3626994103397513,0.00885699115389409,0.3626994103397513,4.72
0.3272197297651843,0.35482579037124495,0.4088635707726616,0.0909090909090909,0.4282376290855807,0.437181696808275,0.00894406772269425,0.42821978142244255,0.4370095119351875,0.008789730512744827,0.4370095119351875,4.76
0.28441991341991346,0.3855670995670995,0.4209220779220779,0.0909090909090909,0.4055935355594922,0.4147897758711146,0.00919624031162241,0.4055935355594922,0.4147897758711146,0.00919624031162241,0.4147897758711146,3.32
0.31758745265429755,0.3929324920474653,0.38038914620732794,0.0909090909090909,0.35356321347289904,0.3619559819957251,0.008392768522826017,0.35356321347289904,0.36192243100372495,0.00835921753082588,0.36192243100372495,5.52
0.30881468531468537,0.37801048951048954,0.4040839160839161,0.0909090909090909,0.3611922000071639,0.36965793476238346,0.008465734755219514,0.3611922000071639,0.36965793476238346,0.008465734755219514,0.36965793476238346,3.86
0.2858586863772622,0.412404350895063,0.39264605363676564,0.0909090909090909,0.42808087230965947,0.43776826579482503,0.00968739348516562,0.42808087230965947,0.4377675726412293,0.009686700331569865,0.4377675726412293,4.86
0.31133338153074996,0.38168878051772787,0.39788692886061305,0.0909090909090909,0.4232159648121109,0.4323811277742059,0.009165162962094919,0.4232159648121109,0.4323811277742059,0.009165162962094919,0.4323811277742059,5.22
0.30860238050563127,0.3543410688039171,0.4279656415995426,0.0909090909090909,0.43300221721157345,0.4425992305690295,0.009597013357456063,0.43300221721157345,0.44255595286661903,0.009553735655045595,0.44255595286661903,4.42
0.285574839302112,0.4074607110061656,0.39787354060081337,0.0909090909090909,0.37142970879510046,0.3806041116150725,0.009174402819972149,0.37142970879510046,0.3806041116150725,0.009174402819972149,0.3806041116150725,3.94
0.29957054309327036,0.41279115833661284,0.37854738947920763,0.0909090909090909,0.3750619357739401,0.3841094852260544,0.00904754945211436,0.3750619357739401,0.38409730669980857,0.009035370925868492,0.38409730669980857,4.5
0.2975882450882451,0.40532495935437113,0.3879958864664747,0.0909090909090909,0.3737470117868089,0.3823891228959882,0.00864211110917934,0.3737470117868089,0.3823891228959882,0.00864211110917934,0.3823891228959882,4.2
0.2685670995670996,0.42938239538239537,0.392959595959596,0.0909090909090909,0.38483218755715215,0.394064369169511,0.009232181612358814,0.38483218755715215,0.394064369169511,0.009232181612358814,0.394064369169511,3.86
0.3247410259773896,0.36417072372072373,0.4019973412109776,0.0909090909090909,0.40179019012316103,0.4107521253335055,0.00896193521034444,0.4019218421070731,0.41087930250494503,0.008957460397871818,0.41087930250494503,6.18
