Instances,Source,feature_D,feature_C,feature_fsr,feature_po_n,feature_upo_n,feature_cpo_upo_n,feature_GD_cpo_upo,feature_cover_cpo_upo,feature_uhv,feature_hv,feature_hv_uhv_n,feature_corr_obj,feature_corr_cobj_min,feature_corr_cobj_max,feature_corr_cf,feature_piz_ob_min,feature_piz_ob_max,feature_piz_f,feature_ps_dist_max,feature_ps_dist_mean,feature_ps_dist_iqr_mean,feature_pf_dist_max,feature_pf_dist_mean,feature_pf_dist_iqr_mean,feature_dist_c_corr,feature_mean_f,feature_std_f,feature_max_f,feature_skew_f,feature_kurt_f,feature_kurt_avg,feature_kurt_min,feature_kurt_max,feature_kurt_rnge,feature_skew_avg,feature_skew_min,feature_skew_max,feature_skew_rnge,feature_min_cv,feature_skew_cv,feature_kurt_cv,feature_f_mdl_r2,feature_f_range_coeff,feature_pop_cv_mdl_r2,feature_pop_cv_range_coeff,feature_sup_avg_rws,feature_inf_avg_rws,feature_inc_avg_rws,feature_lnd_avg_rws,feature_dist_x_avg_rws,feature_dist_f_avg_rws,feature_dist_c_avg_rws,feature_dist_f_c_avg_rws,feature_dist_f_dist_x_avg_rws,feature_dist_c_dist_x_avg_rws,feature_dist_f_c_dist_x_avg_rws,feature_nhv_avg_rws,feature_nuhv_avg_rws,feature_nfronts_avg_rws,feature_ncv_avg_rws,feature_nncv_avg_rws,feature_bncv_avg_rws,feature_bhv_avg_rws,feature_sup_r1_rws,feature_inf_r1_rws,feature_inc_r1_rws,feature_lnd_r1_rws,feature_dist_x_r1_rws,feature_dist_f_r1_rws,feature_dist_c_r1_rws,feature_dist_f_c_r1_rws,feature_dist_f_dist_x_r1_rws,feature_dist_c_dist_x_r1_rws,feature_dist_f_c_dist_x_r1_rws,feature_nhv_r1_rws,feature_nuhv_r1_rws,feature_nfronts_r1_rws,feature_ncv_r1_rws,feature_nncv_r1_rws,feature_bncv_r1_rws,feature_bhv_r1_rws,feature_rfbx_rws
C1_DTLZ1,C_DTLZ,2,1,1.66666666666667E-05,0.0005,0.003,0.193439153439153,0,0.193439153439153,0.015968440371917,0.015968440371917,0.133333333333333,0.414310888687633,0.580660226777707,0.981461747283004,0.796867329396392,0.160775,0.160833333333333,0.099408333333333,0,0,0,0,0,0,0.018717244586059,53.1925166666667,28.7145041551433,106.266666666667,-0.012826665617012,1.821351485364,4.08333280264014,1.67576559256518,6.49090001271511,4.81513442014993,0.886755460435723,0.156742149510289,1.61676877136116,1.46002662185087,1.04830856298976,0.043019220761183,1.52357259862508,0.151605412942139,128.319144216858,0.002252299256384,21.7053493453795,0.471666666666667,0.528333333333333,0,0.211208333333333,0.064855380507795,27.3780121085191,59.6562236314468,65.8074243718023,487.696513208532,1060.97002210725,1170.1679279811,1.38378105585022E-05,4.25487772588344E-05,5,110.868899075478,108.6906270727,35.4431435405446,4.25487772588344E-05,-0.011436335796436,-0.011436335796436,0,-0.00444276297609,0.01113240419731,0.002926716720193,-0.004223599441975,-0.003961682870253,0.008652478469524,-0.000738551797551,0.000563941624207,-8.37510442773603E-05,0.013621910678242,0,-0.00160096449597,-0.007083006150298,0.001608927385545,0.013621910678242,0
C1_DTLZ3,C_DTLZ,2,1,0.899,0.0037,0.003816666666667,0.976828264328265,0.063495916654523,0.955902338402339,0.046853198219309,0.046853198219309,0.866666666666667,0.519791803492332,-0.301123871149785,-0.183242405449475,-0.209073688791465,0.117766666666667,0.334558333333333,0.119558333333333,0.50323994263497,0.194715227349879,0.184154287239109,7.38539646045637,2.04500663806461,1.25043952577318,0.012802262167384,52.4591833333333,29.4864630401446,109.466666666667,0.077461511937359,1.84318600285634,3.25291985091299,1.5470494713487,4.95879023047727,3.41174075912857,0.735451954905702,0.063015233384052,1.40788867642735,1.3448734430433,0,3.3302338094062,12.7578064159873,0.188546476028583,145.159221736887,0.002164931809324,9.71991450636474,0.409291666666667,0.476,0.114708333333333,0.294333333333333,0.064855380507795,6.29914674075538,9.57068059915008,14.8382916097775,111.248152503392,175.778466901746,268.430674348851,0.000147436709477,0.000147436709477,3.90491666666667,6.59249436825162,6.57126356618215,0.005166031626146,0.000147436709477,-0.000452332590477,-0.008068587846638,0.010711486928116,0.002022064440386,0.01113240419731,-0.006420248237245,-0.006846054269204,-0.009790882270682,-0.003296582529679,-0.005547614474077,-0.007761693942094,0.022949085079186,0.022949085079186,0.013281323821899,-0.004764198522272,-0.005400865922385,-8.37510442773597E-05,0.022949085079186,0.183666666666667
C2_DTLZ2,C_DTLZ,2,1,0.999866666666667,0.0161,0.0161,1,0,1,0.242591647887269,0.242591647887269,1,-0.555364964488172,0,0,0.008337431843307,0.002941666666667,0.245091666666667,0.165216666666667,0.773446494730699,0.251655399578652,0.20829128140176,1.06034314221927,0.33317170756647,0.343857666814377,0.007102085071925,26.8446666666667,16.2604804685874,63.8333333333333,0.278424769930668,2.03422316165654,5.25007839613497,3.00233095236801,7.49782583990193,4.49549488753392,-0.220573131010437,-1.0286488117694,0.587502549748522,1.61615136151792,0,8.51307234231336,368.121272070323,0.606244212392629,137.075119414109,0.000147831751676,2.96055775486522E-06,0.2295,0.366020833333333,0.404479166666667,0.6061875,0.064855380507795,0.083045109138899,2.05438629200948E-07,0.083045111691151,1.29238371830213,5.03905474007983E-06,1.29238382344031,0.041865436055226,0.041865436055226,2.42158333333333,2.54659359825553E-07,1.28399143250592E-07,0,0.041865436055226,0.010083757952089,0.021784347309065,0.015580866883657,0.009897866322273,0.01113240419731,0.004441558954097,-0.000605005564077,0.004441579549018,0.039736504132903,-0.000555326340819,0.039736594140183,0.157000228332651,0.157000228332651,0.003197876495406,-0.000167502088555,-0.000605005564077,0,0.157000228332651,0.000333333333333
C3_DTLZ4,C_DTLZ,2,2,0,0.0005,0.014066666666667,0.03709410757003,0.184866118741098,0,0.820365719442943,0.361778627537952,0.441001723611889,-0.837069016144715,-0.639029820072806,0.160013118641339,-0.065683057858783,0,0,0.00355,0,0,0,0,0,0,0.491309989652186,34.6176166666667,20.1170951216674,81.1666666666667,0.177588681611011,2.09187127637448,18.8639231429044,15.1866840272386,22.5411622585702,7.3544782313316,-0.19798613301883,-3.96241682041413,3.56644455437647,7.5288613747906,0.076316284300619,-3.29921550603148,18.3608290572503,0.530684030859278,44.5167764044744,0.317655980831598,0.134808017510995,0.4891875,0.5108125,0,0.230895833333333,0.064855380507795,0.099559942211586,0.031990831473875,0.106602882652496,1.94500149880534,0.611144967593493,2.07881386935603,0,0.522390930121107,5,0.661253915054674,0.659701343687371,0.610355727158265,0.455470536988091,-0.007106231400016,-0.007106231400016,0,0.000126334770512,0.01113240419731,0.026553624393481,0.017244079129316,0.026015268420657,0.018293043731913,0.014099948328762,0.017773007410879,0,0.034693501547165,0,0.033117857851916,0.071950878396107,0.041216643280404,0.110868735742652,0
DASCMOP1_10,DASCMOP1,2,11,0.002116666666667,0.001033333333333,0.1671,0.006177099655676,0.163182962697147,0.000402810996211,0.623403763123828,0.285416587110485,0.458754473808733,-0.824876963616769,0.001329374023587,0.009312063314847,0.01924473632426,0.019625,0.117833333333333,0.185333333333333,0.188529075591627,0.08414771052666,0.132494186245005,0.21886768221854,0.095604878590286,0.148810175285215,0.003345546529243,9.36941666666667,8.54626063752295,40.1,1.12773776717419,3.58136088125767,4.18980405198782,3.03482513198144,5.34478297199419,2.30995784001276,0.122176229017847,-0.370159686855994,0.614512144891688,0.984671831747682,0.004547743393242,0.650732324597927,1.7771125383575,0.823464416621579,99.1869323044324,0.001105472169744,0.14153935316501,0.501916666666667,0.4976875,0.000395833333333,0.204895833333333,0.064855380507795,0.085329958349725,0.29110317054297,0.325029664477403,1.31992046409089,5.28937182259318,5.79013108995077,0.000953403657899,0.419570004415499,4.99733333333333,0.387392192377902,0.390262151622286,0.100553226585448,0.37094317182199,-0.004811379641766,-0.0050690211597,0.036691112229095,0.000410797889433,0.01113240419731,-0.003874012114835,-3.01779056707479E-05,-0.007620300879762,-0.019431102207219,0.019936485469688,0.018484562926692,0.210510685305572,0.164466371425581,0.094676971875437,-0.002846849195213,0.000130953127142,0.004591988951949,0.277586303903684,0.002166666666667
DASCMOP1_11,DASCMOP1,2,11,0,0.0005,0.1671,0.003003733452129,0.42907843312826,0,0.623403763123828,0.172978410282192,0.277272165754705,-0.824876963616769,-0.347516006760519,0.036802403618267,-0.379197357983082,0.000166666666667,0.000575,0.000325,0,0,0,0,0,0,0.384514565344812,9.36941666666667,8.54626063752295,40.1,1.12773776717419,3.58136088125767,4.18980405198782,3.03482513198144,5.34478297199419,2.30995784001276,0.122176229017847,-0.370159686855994,0.614512144891688,0.984671831747682,0.673168005887637,-0.1844283272073,5.14709348117435,0.823464416621579,99.1869323044324,0.246027402945067,0.304093879404635,0.46275,0.53725,0,0.2228125,0.064855380507795,0.085329958349725,0.09789901387503,0.141582695803513,1.31992046409089,1.66740001305175,2.31508735055801,0,0.419570004415499,5,1.4501707978716,1.44048163830197,1.34041637858011,0.365909926665278,-0.059323469080765,-0.059323469080765,0,-0.025631500398394,0.01113240419731,-0.003874012114835,0.030072544794535,0.024143807813723,-0.019431102207219,0.004463194765189,0.009627040521465,0,0.164466371425581,0,0.059736985207978,0.162208962120906,0.237821813654389,0.250252267994982,0
DASCMOP1_12,DASCMOP1,2,11,0,0.0005,0.1671,0.003003733452129,0.440304791015796,0,0.623403763123828,0.171499932925794,0.275382257560067,-0.824876963616769,-0.296104461159813,-0.012911017934022,-0.385513011457923,0.000133333333333,0.000491666666667,0.000266666666667,0,0,0,0,0,0,0.396374903060029,9.36941666666667,8.54626063752295,40.1,1.12773776717419,3.58136088125767,4.18980405198782,3.03482513198144,5.34478297199419,2.30995784001276,0.122176229017847,-0.370159686855994,0.614512144891688,0.984671831747682,0.676951807925168,-0.150803715615287,5.39434776268361,0.823464416621579,99.1869323044324,0.233529589193455,0.38277747154758,0.48075,0.51925,0,0.215291666666667,0.064855380507795,0.085329958349725,0.104280537118743,0.149875601099369,1.31992046409089,1.82567104946423,2.49989726703344,0,0.419570004415499,5,1.43882878825128,1.43291391661494,1.33332773441935,0.365349409787862,-0.042193483760657,-0.042193483760657,0,-0.02264249331058,0.01113240419731,-0.003874012114835,0.009459979371673,0.008195472171558,-0.019431102207219,-0.007010135999882,-0.006465729583185,0,0.164466371425581,0,0.09420919741625,0.217071367024582,0.267106177864957,0.2643682620051,0
DASCMOP1_13,DASCMOP1,2,11,0,0.0005,0.1671,0.003003733452129,0.440767775307699,0,0.623403763123828,0.169072429812377,0.271776305944898,-0.824876963616769,-0.268437585827425,-0.037313930961601,-0.393739352406509,7.5E-05,0.000475,0.0002,0,0,0,0,0,0,0.410797973512582,9.36941666666667,8.54626063752295,40.1,1.12773776717419,3.58136088125767,4.18980405198782,3.03482513198144,5.34478297199419,2.30995784001276,0.122176229017847,-0.370159686855994,0.614512144891688,0.984671831747682,0.686963129147686,-0.088417984640617,4.98254083195383,0.823464416621579,99.1869323044324,0.224098545861299,0.419762690873424,0.481958333333333,0.518041666666667,0,0.213458333333333,0.064855380507795,0.085329958349725,0.106119904152415,0.152399638413698,1.31992046409089,1.87787866630894,2.56556324750353,0,0.419570004415499,5,1.43900891341234,1.43237739865262,1.33242266706689,0.365323042838728,-0.03602077773722,-0.03602077773722,0,0.000811573816571,0.01113240419731,-0.003874012114835,0.01271392132412,0.02010635549556,-0.019431102207219,-0.005433733370213,0.001876015621734,0,0.164466371425581,0,0.071152631697669,0.184039409486657,0.248922140354589,0.249400907211668,0
DASCMOP1_14,DASCMOP1,2,11,0,0.0005,0.1671,0.003003733452129,0.453172827298286,0,0.623403763123828,0.165070441016663,0.265903329091298,-0.824876963616769,-0.264963731886319,-0.041881800454797,-0.394383630437199,0.000158333333333,0.0006,0.000258333333333,0,0,0,0,0,0,0.396326622712292,9.36941666666667,8.54626063752295,40.1,1.12773776717419,3.58136088125767,4.18980405198782,3.03482513198144,5.34478297199419,2.30995784001276,0.122176229017847,-0.370159686855994,0.614512144891688,0.984671831747682,0.676006695319045,-0.122696770792127,5.23752965077584,0.823464416621579,99.1869323044324,0.225744480468175,0.424750697895161,0.485895833333333,0.514104166666667,0,0.211354166666667,0.064855380507795,0.085329958349725,0.106955756145513,0.153435617082602,1.31992046409089,1.89201832374294,2.58514834044972,0,0.419570004415499,5,1.43787881353526,1.43131671479637,1.33141893455599,0.365121958361322,-0.003922201362936,-0.003922201362936,0,0.008576636733827,0.01113240419731,-0.003874012114835,0.035766445430664,0.034818808141774,-0.019431102207219,0.006961212784729,0.0088512575661,0,0.164466371425581,0,0.108910528929098,0.210202048597162,0.259822184439412,0.255983704893286,0
DASCMOP1_15,DASCMOP1,2,11,0,0.0005,0.1671,0.003003733452129,0.459418294530567,0,0.623403763123828,0.162925207036999,0.262520511812293,-0.824876963616769,-0.260064685020458,-0.042034680839351,-0.398659072450275,0.00015,0.000716666666667,0.000275,0,0,0,0,0,0,0.38386051689426,9.36941666666667,8.54626063752295,40.1,1.12773776717419,3.58136088125767,4.18980405198782,3.03482513198144,5.34478297199419,2.30995784001276,0.122176229017847,-0.370159686855994,0.614512144891688,0.984671831747682,0.66272154051708,-0.129413664896385,5.32535363033047,0.823464416621579,99.1869323044324,0.230269302998539,0.440748114962207,0.4866875,0.5133125,0,0.2108125,0.064855380507795,0.085329958349725,0.106478033984618,0.153095941830644,1.31992046409089,1.8883507865056,2.58407835163348,0,0.419570004415499,5,1.43621612904542,1.43025920385952,1.33147078860463,0.365230247475784,0.000775063280253,0.000775063280253,0,0.007546372938296,0.01113240419731,-0.003874012114835,0.019585190039003,0.004730450188824,-0.019431102207219,0.010401447840423,0.005032729966632,0,0.164466371425581,0,0.101766809947077,0.215670866789011,0.262903259458817,0.262183298073828,0
